Inputs,,,,Outputs,,,,
Date,G,v,Ta,P_PV_TE,N_PV_TE,,,
dd/mm/yy,W/m2,m/s,K,W,%,,,
1/26/2020,177.9441,2.88,272.79,3.769061249,11.48628709,,,
1/27/2020,188.7222,5.36,276.15,3.846924307,11.45417444,,,
1/28/2020,201.8604,7.66,277.44,4.004319349,11.44689177,,,
1/29/2020,204.5935,8.79,276.58,3.985732209,11.41750118,,,
1/30/2020,208.829,7.39,277.28,4.197975738,11.50051148,,,
1/31/2020,210.1375,7.75,281.74,4.224228101,11.50521621,,,
2/1/2020,214.7317,7,282.39,4.405208373,11.56503087,,,
2/2/2020,230.2212,6.2,279.04,4.869414909,11.68545501,,,
2/3/2020,217.9477,5.01,279.4,4.664878874,11.66478246,,,
2/4/2020,235.187,6.64,277.16,4.946563068,11.69137533,,,
2/5/2020,264.4802,4.85,275.03,5.951969448,11.93526711,,,
2/6/2020,256.1335,5.91,275.83,5.583948584,11.84028919,,,
2/7/2020,261.453,0.51,277.53,6.576695245,12.14130593,,,
2/8/2020,271.177,4.62,275.63,6.176696473,11.98294734,,,
2/9/2020,263.6964,10.04,280.17,5.365324364,11.71509813,,,
2/10/2020,255.1485,10.9,280.18,5.077253255,11.63638472,,,
2/11/2020,252.3758,11.44,276.55,4.942199494,11.58992098,,,
2/12/2020,277.0345,10.15,276.12,5.664650779,11.76900322,,,
2/13/2020,297.8668,4.54,275.78,6.955474929,12.12296842,,,
2/14/2020,286.48,2.64,276.12,6.948566411,12.16064589,,,
2/15/2020,284.7958,5.87,277.63,6.391233809,11.99811644,,,
2/16/2020,300.0011,10.31,282.36,6.275637058,11.89299406,,,
2/17/2020,321.369,7.68,280.97,7.162778421,12.09945095,,,
2/18/2020,328.4445,7.76,278.83,7.331482322,12.12413138,,,
2/19/2020,331.3702,6.43,277.39,7.611565081,12.19431978,,,
2/20/2020,336.4762,6,276.6,7.824949214,12.23577833,,,
2/21/2020,345.0323,7.58,278.14,7.812300309,12.20431005,,,
2/22/2020,340.0953,9.38,280.08,7.423274897,12.10914174,,,
2/23/2020,352.1916,7.51,279.33,8.030511304,12.24034168,,,
2/24/2020,375.5714,5.15,277.5,9.134180871,12.44372304,,,
2/25/2020,377.5621,7.54,280.15,8.737548124,12.34368548,,,
2/26/2020,387.4193,4.81,276.13,9.547960702,12.50322116,,,
2/27/2020,406.3586,3.32,276.12,10.46840074,12.64090513,,,
2/28/2020,408.8174,4.64,275.55,10.21872283,12.58868945,,,
2/29/2020,354.0755,6.78,278.15,8.199399978,12.27887528,,,
3/1/2020,407.7211,6.06,278.62,9.886896932,12.52485068,,,
3/2/2020,427.157,2.19,278.31,11.42896927,12.76587198,,,
3/3/2020,427.6604,2.13,276.63,11.45605746,12.76936561,,,
3/4/2020,440.0938,4.13,276.07,11.28585386,12.71798283,,,
3/5/2020,448.0152,3.59,277.47,11.68154191,12.76926304,,,
3/6/2020,441.3033,2.43,277.85,11.80661518,12.8012481,,,
3/7/2020,463.0836,6.03,276.7,11.49165717,12.70902954,,,
3/8/2020,444.1936,4.79,278.16,11.2504608,12.70398888,,,
3/9/2020,472.4844,3.37,279.37,12.51476383,12.85714933,,,
3/10/2020,479.5035,7.29,278.73,11.67673889,12.70916422,,,
3/11/2020,501.9012,6.56,282.08,12.53222923,12.81020977,,,
3/12/2020,509.0203,9.08,281.57,12.11749875,12.72825643,,,
3/13/2020,509.4587,8.12,277.94,12.32775067,12.76318477,,,
3/14/2020,555.8234,0.61,274.83,16.06034257,13.17422853,,,
3/15/2020,533.904,6.72,276.92,13.39269864,12.88775474,,,
3/16/2020,535.4204,2.19,280.08,14.84428801,13.06977302,,,
3/17/2020,529.4577,2.6,281.01,14.52266123,13.04010864,,,
3/18/2020,542.0883,4.44,282.5,14.32682176,13.00068564,,,
3/19/2020,541.3559,2.11,282.69,15.06903929,13.08791958,,,
3/20/2020,564.5617,3.61,279.49,15.25692684,13.08201746,,,
3/21/2020,614.9842,6.34,275.71,15.84326578,13.08898865,,,
3/22/2020,629.2865,5.01,273.21,16.69073835,13.16299028,,,
3/23/2020,626.9625,3.32,272.71,17.2269469,13.2157421,,,
3/24/2020,628.4459,3.78,273.62,17.10602591,13.20344595,,,
3/25/2020,650.4733,5,274.54,17.32683258,13.20338033,,,
3/26/2020,623.6241,4.22,276.19,16.81610249,13.18082668,,,
3/27/2020,598.8322,3.69,280.12,16.27691582,13.15268347,,,
3/28/2020,608.0194,4.35,279.33,16.31995063,13.14755817,,,
3/29/2020,613.3674,5.83,274.79,15.95472245,13.10321612,,,
3/30/2020,681.4461,2.96,272.39,18.9971441,13.31473364,,,
3/31/2020,701.9394,1.93,273.63,20.03558412,13.37054212,,,
4/1/2020,682.3911,4.77,275.77,18.35157804,13.26475497,,,
4/2/2020,689.8366,5.96,278.56,18.15811787,13.24240114,,,
4/3/2020,713.2371,5.66,278.33,18.93411537,13.28702066,,,
4/4/2020,709.8106,1.01,279.04,20.6935224,13.40491661,,,
4/5/2020,715.2741,5.13,280.65,19.19925958,13.3056372,,,
4/6/2020,731.328,4.65,283.58,19.85524351,13.34099703,,,
4/7/2020,723.7845,2.58,284.26,20.45658669,13.38361818,,,
4/8/2020,724.8354,2.54,285.44,20.50934582,13.38617635,,,
4/9/2020,725.0063,4.03,283.73,19.910229,13.34866365,,,
4/10/2020,751.0321,2.39,281.05,21.33361196,13.41891597,,,
4/11/2020,762.8966,0.92,281.39,22.34097788,13.46188795,,,
4/12/2020,769.6548,2.29,285.3,21.94248663,13.44105833,,,
4/13/2020,783.6722,6.25,279.68,20.71277944,13.36451775,,,
4/14/2020,816.3896,5.23,278.16,22.01965147,13.42322615,,,
4/15/2020,755.1086,5.85,280.64,20.06683776,13.33991618,,,
4/16/2020,798.6824,3.4,283.27,22.30061527,13.44550134,,,
4/17/2020,808.1285,2.5,282.74,22.95928026,13.47073439,,,
4/18/2020,843.6957,3.82,281.64,23.39254025,13.47536986,,,
4/19/2020,852.195,5.79,280.12,22.80383117,13.446202,,,
4/20/2020,863.9528,5.69,281.21,23.17478211,13.45844357,,,
4/21/2020,842.7292,6.12,282.5,22.42587127,13.43174779,,,
4/22/2020,864.1697,4.28,283.82,23.77879344,13.48325772,,,
4/23/2020,863.8423,2.13,286.58,24.71024608,13.51228058,,,
4/24/2020,837.0698,4.22,286.13,23.05996953,13.46407388,,,
4/25/2020,846.7897,4.01,283.27,23.40634851,13.47481876,,,
4/26/2020,877.989,1.42,284.53,25.41012381,13.52463243,,,
4/27/2020,881.5955,1.89,287.58,25.30706284,13.52219136,,,
4/28/2020,848.2039,1.42,288.45,24.59784506,13.51265748,,,
4/29/2020,815.4957,0.92,285.67,23.89206042,13.50121976,,,
4/30/2020,879.9822,4.2,285.74,24.25784314,13.49528057,,,
5/1/2020,899.308,4.42,284.99,24.68728395,13.50355908,,,
5/2/2020,887.9457,4.31,282.89,24.41461723,13.49813542,,,
5/3/2020,922.1647,4.16,283.72,25.40120121,13.51725846,,,
5/4/2020,891.9017,2.31,282.31,25.38277123,13.52206262,,,
5/5/2020,948.98,4.69,280.04,25.86561857,13.52254348,,,
5/6/2020,941.7681,5.36,283.04,25.41647056,13.51372402,,,
5/7/2020,933.2816,4.04,283.63,25.7449909,13.52268167,,,
5/8/2020,924.3757,2.16,287.2,26.34006361,13.5334241,,,
5/9/2020,941.5608,2.09,289.21,26.83430182,13.53736035,,,
5/10/2020,865.8197,1.2,290.04,25.19076152,13.52234412,,,
5/11/2020,901.1281,6.85,279.88,23.71172384,13.46725357,,,
5/12/2020,993.7534,4.5,280.05,27.09959002,13.53640466,,,
5/13/2020,985.8308,1.47,282.59,28.21844048,13.548184,,,
5/14/2020,980.399,3.54,281.96,27.17877421,13.53810581,,,
5/15/2020,993.5246,3.19,283.06,27.67317959,13.54082995,,,
5/16/2020,996.8671,4.79,284.38,27.07783188,13.53591966,,,
5/17/2020,1004.2478,4.89,286.03,27.23141153,13.5370263,,,
5/18/2020,953.3893,4.12,287.92,26.25801353,13.52911954,,,
5/19/2020,967.2426,4.46,287.3,26.47165478,13.53079632,,,
5/20/2020,1019.11,3.02,287.3,28.39703036,13.54816086,,,
5/21/2020,1000.5232,2.48,287.68,28.16428643,13.54800506,,,
5/22/2020,997.5602,4.17,289.24,27.37954074,13.53885718,,,
5/23/2020,967.0274,3.76,288.14,26.76564366,13.53483642,,,
5/24/2020,987.5209,5.53,285.26,26.53930775,13.52932673,,,
5/25/2020,1024.3047,5.18,284.73,27.6084133,13.53924067,,,
5/26/2020,1040.6261,3.45,287.27,28.7469563,13.54824536,,,
5/27/2020,1020.1268,2.53,289.11,28.63793383,13.54816923,,,
5/28/2020,1000.1405,5.08,287.17,27.05457048,13.53536771,,,
5/29/2020,1040.4015,4.2,287.39,28.43459769,13.54251297,,,
5/30/2020,1058.4258,5.8,286.38,28.20622969,13.54175552,,,
5/31/2020,1046.2592,6.1,288.65,27.79840583,13.53957962,,,
6/1/2020,1070.6759,5.05,289.75,28.83206842,13.54294711,,,
6/2/2020,1045.3307,4.17,292.16,28.59115189,13.54259204,,,
6/3/2020,1028.9362,2.76,291.64,28.76701461,13.54809529,,,
6/4/2020,968.4316,4.26,291.16,26.6046312,13.5326243,,,
6/5/2020,1052.9812,5.18,287.93,28.33581049,13.54236648,,,
6/6/2020,1059.0554,5.89,286.72,28.18682556,13.54164068,,,
6/7/2020,1020.1772,2.99,288.22,28.43978032,13.54819927,,,
6/8/2020,1049.2694,2.37,289.55,29.42426011,13.54593229,,,
6/9/2020,1037.3667,4.08,290.85,28.42595821,13.54248521,,,
6/10/2020,1013.0536,4.81,290.17,27.50753747,13.53905927,,,
6/11/2020,1008.6573,3.19,291.24,28.09088797,13.54193702,,,
6/12/2020,980.8948,3.51,294.63,27.25828131,13.53877946,,,
6/13/2020,937.4448,4.04,295.55,25.91065018,13.52527431,,,
6/14/2020,1033.7725,5.32,294.32,27.83680557,13.54051745,,,
6/15/2020,1053.2383,3.41,292.98,29.09468128,13.54780085,,,
6/16/2020,1057.2313,0.96,294.36,30.23482491,13.53760786,,,
6/17/2020,1023.9719,2.9,296.5,28.6028313,13.54823315,,,
6/18/2020,998.4121,2.84,294.48,27.98179741,13.54751498,,,
6/19/2020,982.3276,3.95,291.08,27.09222379,13.53721407,,,
6/20/2020,1018.1027,7.01,290.27,26.74959089,13.5287646,,,
6/21/2020,999.9716,5.1,291.16,27.06285778,13.53549786,,,
6/22/2020,1045.4014,4.17,292.96,28.59652432,13.54259262,,,
6/23/2020,1075.9142,3.88,291.84,29.44332063,13.54715286,,,
6/24/2020,1022.9657,3.63,293.59,28.27076461,13.54224473,,,
6/25/2020,988.1727,4.21,295.91,27.154837,13.5374456,,,
6/26/2020,974.9269,3.43,295.76,27.14368216,13.53816602,,,
6/27/2020,978.4478,2.52,297.85,27.63709228,13.54097281,,,
6/28/2020,1006.4998,3.46,295.11,27.93504812,13.54164118,,,
6/29/2020,1031.308,2.45,292.58,28.96045525,13.54762085,,,
6/30/2020,1047.8412,5.93,291.88,27.92406063,13.54048122,,,
7/1/2020,1026.6632,5.11,293.96,27.74389485,13.54019236,,,
7/2/2020,1023.0492,3.96,293.63,28.13197102,13.54205167,,,
7/3/2020,1047.4747,4.57,292.73,28.47804439,13.54263794,,,
7/4/2020,1006.8981,5.26,294.67,27.19098648,13.53640781,,,
7/5/2020,1012.7177,7.11,296.53,26.61655876,13.52716538,,,
7/6/2020,1055.4674,7.52,291.01,27.47866424,13.53542999,,,
7/7/2020,1056.8483,5.1,289.77,28.47332429,13.54266897,,,
7/8/2020,1012.9985,3.9,288.63,27.88263672,13.54135941,,,
7/9/2020,998.1322,3.49,290.55,27.69045342,13.5408353,,,
7/10/2020,1005.295,3.84,291.43,27.72591933,13.54083377,,,
7/11/2020,1043.9573,4.09,289.07,28.57735705,13.54255839,,,
7/12/2020,1044.4142,3.51,289.6,28.8239865,13.54821256,,,
7/13/2020,1011.5367,1.17,292.24,29.02164999,13.54650561,,,
7/14/2020,1021.4203,2.33,295.56,28.77713963,13.54792896,,,
7/15/2020,954.0748,2.96,289.51,26.77956306,13.53603756,,,
7/16/2020,1010.7797,3.03,289.49,28.19312013,13.54788388,,,
7/17/2020,978.1314,3.59,290.78,27.13644664,13.53789838,,,
7/18/2020,970.6354,1.89,295.06,27.68382786,13.54719826,,,
7/19/2020,930.6354,0.21,297.6,27.39018255,13.54729283,,,
7/20/2020,949.1333,3.58,293.6,26.40092047,13.53182126,,,
7/21/2020,1006.9993,3.97,291,27.71175814,13.54071141,,,
7/22/2020,1000.8671,2.96,290.88,27.9923524,13.54175394,,,
7/23/2020,978.0611,1.24,292.11,28.14801439,13.54817127,,,
7/24/2020,953.473,3.77,294.23,26.4366843,13.53186503,,,
7/25/2020,952.7792,1.26,293.67,27.49372693,13.54697498,,,
7/26/2020,930.9899,2.73,292.48,26.28388264,13.5320812,,,
7/27/2020,920.352,1.8,294.49,26.41782514,13.5346871,,,
7/28/2020,949.9717,3.89,295.3,26.29988167,13.53023093,,,
7/29/2020,961.2831,5.07,292.15,26.09098969,13.52506772,,,
7/30/2020,955.47,3.43,291.05,26.6191949,13.53409264,,,
7/31/2020,941.3296,2.49,293.19,26.66470746,13.53577493,,,
8/1/2020,949.2915,3.21,295.81,26.57206784,13.53408496,,,
8/2/2020,867.1708,0.51,293.99,25.5540095,13.52837988,,,
8/3/2020,910.1484,3.56,291.67,25.37091481,13.51879729,,,
8/4/2020,909.497,2.53,291.39,25.79391616,13.52708358,,,
8/5/2020,910.9006,2.85,294.48,25.70499916,13.52534612,,,
8/6/2020,900.9178,3.09,296.49,25.34316657,13.51982084,,,
8/7/2020,853.1937,2.67,299.88,24.23212752,13.50180995,,,
8/8/2020,832.0881,2.03,302.29,23.92423582,13.4979412,,,
8/9/2020,793.1178,1.42,301.64,23.06899033,13.48025096,,,
8/10/2020,763.8682,2.88,298.23,21.57694424,13.42546827,,,
8/11/2020,829.0983,4.49,299.07,22.79427719,13.45555361,,,
8/12/2020,873.8503,4.29,298.02,24.1149387,13.49228081,,,
8/13/2020,817.4224,2.05,297.69,23.48104256,13.48743784,,,
8/14/2020,747.2429,3.47,295.21,20.83498309,13.39299192,,,
8/15/2020,776.8318,3.72,297.34,21.60636041,13.42072927,,,
8/16/2020,844.1905,4.15,297.71,23.34866719,13.47344698,,,
8/17/2020,808.0043,2.69,297.99,22.93595708,13.46983917,,,
8/18/2020,740.4979,3.22,293.21,20.72814651,13.3904287,,,
8/19/2020,753.5949,1.57,294.47,21.81469266,13.44196578,,,
8/20/2020,785.5598,2.66,298.16,22.30106631,13.45109317,,,
8/21/2020,785.9544,3.17,301.32,22.11396194,13.44215243,,,
8/22/2020,765.4908,3.58,295.87,21.32676188,13.41129417,,,
8/23/2020,764.5536,5.46,294.03,20.55974737,13.36632285,,,
8/24/2020,773.5001,4.51,291.3,21.16219115,13.39772842,,,
8/25/2020,782.8619,3.56,291.73,21.81814043,13.42886974,,,
8/26/2020,754.502,9.26,291.26,18.9636735,13.25643026,,,
8/27/2020,764.4636,6.89,289.95,20.01641986,13.33026799,,,
8/28/2020,748.5589,2.93,290.44,21.07180298,13.40588217,,,
8/29/2020,743.6537,3.07,291.51,20.87428808,13.39723922,,,
8/30/2020,712.5102,1.66,290.96,20.53100666,13.394247,,,
8/31/2020,729.7657,3,290.42,20.48820791,13.38214465,,,
9/1/2020,738.4551,3.36,287.75,20.5859367,13.38310289,,,
9/2/2020,698.3972,2.79,287.28,19.63116376,13.34698645,,,
9/3/2020,711.9952,3.64,289.74,19.71168637,13.34375011,,,
9/4/2020,671.7214,3.86,291.58,18.45646422,13.28147118,,,
9/5/2020,676.6236,3.23,288.5,18.8212872,13.30541219,,,
9/6/2020,677.7029,4.17,287.47,18.49778333,13.28012034,,,
9/7/2020,664.308,3.19,287.61,18.46592195,13.2877858,,,
9/8/2020,647.502,4.76,289.7,17.41068388,13.21377577,,,
9/9/2020,637.2942,4.75,292.78,17.13034847,13.1974784,,,
9/10/2020,655.7078,2.85,288.86,18.34260762,13.2847703,,,
9/11/2020,602.252,1.94,289.94,17.06032377,13.22285799,,,
9/12/2020,534.6511,3.58,291.02,14.41192643,13.02058472,,,
9/13/2020,578.959,3.48,291.27,15.79981219,13.12466672,,,
9/14/2020,576.2299,1.96,294.83,16.26300616,13.17385171,,,
9/15/2020,584.3152,3.77,296,15.88956544,13.12829358,,,
9/16/2020,552.9362,3.71,294.88,14.94650632,13.06064024,,,
9/17/2020,609.1892,4.3,287.84,16.41853459,13.15628605,,,
9/18/2020,598.0248,2.21,286.31,16.81486213,13.20477462,,,
9/19/2020,598.0549,3.29,287.43,16.42983968,13.16857565,,,
9/20/2020,559.8762,3.74,288.51,15.11578619,13.07164273,,,
9/21/2020,560.0658,2.6,289.47,15.5109135,13.11473017,,,
9/22/2020,515.88,2.74,291.67,14.10293935,13.0072535,,,
9/23/2020,493.2109,2.69,292.63,13.42201507,12.95210379,,,
9/24/2020,499.429,3.67,290.53,13.31147508,12.92863397,,,
9/25/2020,490.6215,1.61,286.43,13.65563743,12.98526084,,,
9/26/2020,503.4022,2.69,282.91,13.69585691,12.97325609,,,
9/27/2020,512.2877,2.08,282.44,14.16701522,13.01950515,,,
9/28/2020,516.0129,2.4,285.4,14.18956851,13.01750834,,,
9/29/2020,485.0353,1.38,286.87,13.55528335,12.98017484,,,
9/30/2020,481.1222,1.32,286.88,13.45072587,12.97230193,,,
10/1/2020,445.6126,2.28,286.37,12.02240791,12.82735183,,,
10/2/2020,447.3407,5.5,287.41,11.22239457,12.69293017,,,
10/3/2020,443.6077,4.3,289.47,11.41780374,12.73368012,,,
10/4/2020,467.5154,3.82,286.32,12.26467376,12.8275763,,,
10/5/2020,447.8035,2.21,284.45,12.10532893,12.83630351,,,
10/6/2020,438.1244,5.68,285.28,10.89681464,12.653344,,,
10/7/2020,426.2305,4.5,285.17,10.82244055,12.66423779,,,
10/8/2020,421.5409,5.88,284.8,10.36435154,12.58868279,,,
10/9/2020,425.0988,2.73,285.89,11.24332154,12.73908401,,,
10/10/2020,409.1735,3.94,282.59,10.43129462,12.62818568,,,
10/11/2020,412.4912,3.27,280.5,10.688239,12.66800903,,,
10/12/2020,409.4763,2.51,280.6,10.7930634,12.69237495,,,
10/13/2020,398.5539,3.36,281.35,10.243407,12.61570628,,,
10/14/2020,373.2278,9.04,282.75,8.386554804,12.26804164,,,
10/15/2020,374.3194,6.28,282.93,8.890326017,12.3888827,,,
10/16/2020,372.2712,4.41,281.6,9.212703484,12.46934522,,,
10/17/2020,370.4318,1.96,281.2,9.71677552,12.57667994,,,
10/18/2020,350.1153,5.66,279.86,8.295102589,12.31496089,,,
10/19/2020,347.6732,3.02,280.57,8.764392111,12.43414141,,,
10/20/2020,328.488,4.73,280.89,7.841562162,12.26535617,,,
10/21/2020,294.0048,5.43,284.1,6.746689876,12.0746313,,,
10/22/2020,313.7054,5.82,287.86,7.267354912,12.15753883,,,
10/23/2020,297.2456,1.78,286.1,7.476219421,12.2673688,,,
10/24/2020,306.232,4.3,285.06,7.283780082,12.18755193,,,
10/25/2020,291.2427,5.28,284.63,6.69321456,12.06861057,,,
10/26/2020,274.7418,2.66,283.47,6.618660244,12.10677206,,,
10/27/2020,298.9824,5.03,281.6,6.93704116,12.113558,,,
10/28/2020,281.4226,5.4,282.11,6.385718033,12.00983439,,,
10/29/2020,271.9371,5.53,282.05,6.102351778,11.9550067,,,
10/30/2020,264.9078,4.45,283.97,6.060442245,11.97016575,,,
10/31/2020,262.5028,1.85,286.09,6.393416025,12.08428026,,,
11/1/2020,250.6093,4.55,284.39,5.642703925,11.88729601,,,
11/2/2020,241.2988,5.75,288.83,5.261734355,11.78838824,,,
11/3/2020,260.5453,3.43,283.58,6.0787465,11.99386915,,,
11/4/2020,260.5396,4.27,279.88,5.942980142,11.94893042,,,
11/5/2020,249.7504,4.93,279.2,5.546062117,11.85601653,,,
11/6/2020,235.528,3.21,281.84,5.376818396,11.85934997,,,
11/7/2020,251.0355,2.7,278.79,5.89122029,11.97100166,,,
11/8/2020,208.4918,1.29,277.66,4.830267664,11.78171568,,,
11/9/2020,197.736,3.79,276.77,4.230394735,11.58587689,,,
11/10/2020,209.3477,3.37,277.15,4.597604682,11.68307338,,,
11/11/2020,200.2537,2.4,277.08,4.452478198,11.67067658,,,
11/12/2020,201.4196,3.49,279.68,4.373139056,11.62940443,,,
11/13/2020,203.9495,3.51,279.87,4.441789819,11.64549153,,,
11/14/2020,187.6527,3.53,282.32,4.001228013,11.53888557,,,
11/15/2020,194.7338,5.59,281.23,4.003526065,11.494638,,,
11/16/2020,187.1383,4.67,281.32,3.883067182,11.48353843,,,
11/17/2020,179.1166,5.11,281.69,3.642367804,11.41177763,,,
11/18/2020,180.8051,4.81,281.82,3.709133644,11.4358705,,,
11/19/2020,179.0177,6.42,280.12,3.540764879,11.35553166,,,
11/20/2020,176.8337,4.43,275.21,3.612790901,11.41192031,,,
11/21/2020,172.6505,6.43,276.6,3.370466893,11.30436211,,,
11/22/2020,166.0686,6.35,279.19,3.226673307,11.26929966,,,
11/23/2020,169.5907,5.6,278.09,3.35534148,11.31951241,,,
11/24/2020,165.3857,4.41,275.7,3.324011499,11.33370006,,,
11/25/2020,164.6373,3.85,273.49,3.339076924,11.3481652,,,
11/26/2020,143.9409,3.72,276.49,2.837680082,11.20779725,,,
11/27/2020,153.4417,0.73,276.73,3.308625202,11.41277249,,,
11/28/2020,162.3367,2.12,274.79,3.423010856,11.41176202,,,
11/29/2020,159.6356,3.23,274.21,3.259849575,11.34037902,,,
11/30/2020,154.6418,2.89,272.69,3.152641947,11.31609417,,,
12/1/2020,144.163,3.1,273.41,2.873832041,11.22947384,,,
12/2/2020,137.027,3.35,271.07,2.676147408,11.16079769,,,
12/3/2020,134.8676,4.91,271.37,2.541411228,11.08412333,,,
12/4/2020,141.9114,5.05,272.41,2.7018345,11.13286758,,,
12/5/2020,136.7093,3.12,274.71,2.691188109,11.17406318,,,
12/6/2020,131.404,5.77,276.68,2.438544761,11.0403495,,,
12/7/2020,129.6751,4.36,276.3,2.46100338,11.07600614,,,
12/8/2020,137.1964,3.85,275.19,2.662466832,11.14967194,,,
12/9/2020,123.3611,4.27,274.04,2.312991087,11.02658359,,,
12/10/2020,131.9332,3.34,271.57,2.554642594,11.12299989,,,
12/11/2020,129.6366,4.31,272.2,2.451493145,11.06911972,,,
12/12/2020,128.364,3.74,272.39,2.450443597,11.08135997,,,
12/13/2020,124.4958,0.98,273.75,2.515730384,11.16545727,,,
12/14/2020,125.4242,4.1,275.44,2.371956033,11.05136243,,,
12/15/2020,117.9461,4.14,275.62,2.198698246,10.9927115,,,
12/16/2020,126.0998,1.59,277.98,2.526080113,11.15786688,,,
12/17/2020,119.9472,4.39,276.28,2.235512576,11.00086996,,,
12/18/2020,125.2673,4.05,276.47,2.37326359,11.05403629,,,
12/19/2020,126.278,4.75,275.91,2.363646255,11.03568733,,,
12/20/2020,122.6716,4.29,275.01,2.298759951,11.02259567,,,
12/21/2020,123.3938,4.25,276.62,2.321252797,11.0328688,,,
12/22/2020,117.0575,5.2,280.98,2.151643458,10.96275302,,,
12/23/2020,119.9751,1.52,278.82,2.379051233,11.11180806,,,
12/24/2020,121.819,5.09,278.55,2.255587593,10.99651384,,,
12/25/2020,128.2863,4.34,274.1,2.423711417,11.06168696,,,
12/26/2020,127.3486,4.7,272.49,2.381105003,11.03810936,,,
12/27/2020,133.3408,8.83,272.55,2.352631197,10.9451368,,,
12/28/2020,123.5201,4.79,273.31,2.292116055,11.00778475,,,
12/29/2020,121.7556,4.12,273.13,2.280486174,11.01778826,,,
12/30/2020,128.4642,4.32,272.72,2.425128435,11.06093016,,,
12/31/2020,134.2369,3.47,272.86,2.606146073,11.13781838,,,
1/1/2021,124.5556,2.24,272.08,2.438491368,11.11040946,,,
1/2/2021,132.311,1.05,272.24,2.709070889,11.22467528,,,
1/3/2021,130.6396,6.46,272.28,2.37968652,11.00062089,,,
1/4/2021,136.7742,4.11,272.34,2.630324656,11.13085431,,,
1/5/2021,137.3356,4.18,272.63,2.640702138,11.1329119,,,
1/6/2021,144.581,3.23,272.61,2.873693006,11.2257967,,,
1/7/2021,147.0482,4.41,271.89,2.858696705,11.19425747,,,
1/8/2021,146.4532,2.57,271.29,2.962563248,11.26641656,,,
1/9/2021,149.4243,2.35,271.78,3.056271133,11.29965398,,,
1/10/2021,153.3031,2.94,270.54,3.108776286,11.30045176,,,
1/11/2021,151.6349,6.68,271.68,2.841295864,11.13966705,,,
1/12/2021,154.4554,5.73,273.18,2.963465714,11.19843418,,,
1/13/2021,156.4042,7.17,272.8,2.930116195,11.15755853,,,
1/14/2021,164.4109,4.73,271.97,3.264480187,11.30598068,,,
1/15/2021,166.1673,4.21,269.13,3.336940611,11.33524715,,,
1/16/2021,165.9932,4.18,268.38,3.332391788,11.33392578,,,
1/17/2021,171.9934,1.3,265.93,3.746869058,11.51369153,,,
1/18/2021,166.974,3.89,269.6,3.383570023,11.35608914,,,
1/19/2021,172.2028,5.39,274.06,3.419377608,11.33702941,,,
1/20/2021,169.9112,6.64,274.68,3.283806087,11.27325555,,,
1/21/2021,179.46,7.45,275.72,3.466426602,11.3081013,,,
1/22/2021,185.2544,5.05,275.52,3.780655923,11.44304641,,,
1/23/2021,184.1896,1.5,272.77,4.086135255,11.59970109,,,
1/24/2021,199.3999,1.33,272.24,4.544701302,11.71385524,,,
1/25/2021,204.1551,3.2,271.93,4.453947582,11.64968084,,,
1/26/2021,200.7835,3.91,272.34,4.28503192,11.59303113,,,
1/27/2021,206.6228,3.61,272.14,4.477107398,11.64597318,,,
1/28/2021,218.8779,2.29,272.44,4.985515661,11.7910322,,,
1/29/2021,222.8071,2.71,270.52,5.036673334,11.7916372,,,
1/30/2021,230.5585,2.56,270.63,5.282454741,11.84758562,,,
1/31/2021,238.1442,2.35,267.08,5.524878743,11.90076174,,,
2/1/2021,228.7936,4.67,267.65,4.947561976,11.7258815,,,
2/2/2021,223.2122,1.39,272.84,5.242311186,11.8665536,,,
2/3/2021,233.7415,2.06,274.55,5.46175818,11.89788452,,,
2/4/2021,246.1832,2.53,272.2,5.751595422,11.94448417,,,
2/5/2021,244.595,5.83,271.4,5.257753029,11.77037792,,,
2/6/2021,251.977,7.95,269.26,5.208109531,11.71164676,,,
2/7/2021,247.3239,10.55,265.17,4.82273247,11.56366786,,,
2/8/2021,269.4255,6.9,262.26,5.750858327,11.84027454,,,
2/9/2021,278.184,1.87,263.6,6.797800002,12.14644909,,,
2/10/2021,288.4334,2.51,264.21,6.989009747,12.16536142,,,
2/11/2021,297.7282,3.05,267.12,7.177521076,12.18654564,,,
2/12/2021,309.8646,3.82,266.23,7.391005789,12.20496294,,,
2/13/2021,314.8624,3.25,265.77,7.649228872,12.25771693,,,
2/14/2021,322.2697,3,264.83,7.919569061,12.30382845,,,
2/15/2021,320.1095,4.68,267.55,7.539164125,12.21171939,,,
2/16/2021,309.6699,2.69,272.59,7.630549211,12.2688915,,,
2/17/2021,319.0546,4.68,275,7.544785286,12.21669466,,,
2/18/2021,319.9799,3.47,275.84,7.801745093,12.28116721,,,
2/19/2021,335.018,4.42,276.25,8.067832947,12.30304907,,,
2/20/2021,329.1171,4.34,277.05,7.913064176,12.28177784,,,
2/21/2021,343.2889,4.72,278.67,8.264942059,12.32737556,,,
2/22/2021,362.3719,3.27,276.92,9.14159001,12.47882599,,,
2/23/2021,277.898,3.74,279.81,6.521723608,12.06613743,,,
2/24/2021,343.951,4.02,281.74,8.433838191,12.36573882,,,
2/25/2021,336.7788,3.31,281.21,8.374657475,12.37445417,,,
2/26/2021,380.2203,3.87,278.19,9.55248762,12.52147292,,,
