Inputs,,,,Outputs,,,,
Date,G,T_a_rad,v,P_PV_TE,N_PV_TE,,,
dd/mm/yy,W/m2,K,m/s,W,%,,,
9/21/2020,914.1293,304.71,3.09,25.73156725,13.52540079,,,
9/22/2020,926.3617,302.15,3.41,25.91135256,13.52688172,,,
9/23/2020,939.2501,300.53,5.36,25.44854611,13.51509369,,,
9/24/2020,957.068,300.01,5.09,26.01620128,13.52430619,,,
9/25/2020,940.3594,300.43,4.21,25.94044501,13.52541354,,,
9/26/2020,953.9026,301.14,5.3,25.85664544,13.52159709,,,
9/27/2020,948.0295,301.71,5.68,25.55761061,13.51596633,,,
9/28/2020,941.1016,301.25,4.61,25.80102872,13.52259507,,,
9/29/2020,940.1229,303.03,3.59,26.20274486,13.52992578,,,
9/30/2020,958.6785,303.75,1.77,27.45527889,13.54651666,,,
10/1/2020,985.1537,302.64,4.09,27.15941852,13.53771623,,,
10/2/2020,985.7506,302.77,4.76,26.90055425,13.53485225,,,
10/3/2020,968.5635,300.83,3.52,26.96307089,13.53692037,,,
10/4/2020,941.6601,301.98,3.64,26.21748593,13.52996773,,,
10/5/2020,936.1263,302.67,3.32,26.20906052,13.5304879,,,
10/6/2020,953.3226,303.14,3.39,26.63221566,13.53448674,,,
10/7/2020,1014.7024,304.45,1.62,28.94006033,13.54710567,,,
10/8/2020,1026.3724,302.6,5.65,27.56491996,13.5388145,,,
10/9/2020,1045.1825,302.88,6.52,27.68909671,13.53873002,,,
10/10/2020,1049.816,302.8,5.93,28.03416754,13.54116826,,,
10/11/2020,1036.3544,302.41,4.14,28.42797713,13.54252242,,,
10/12/2020,1024.7537,303.58,2.56,28.79030882,13.5479716,,,
10/13/2020,1042.4322,304.92,1.4,29.71593411,13.54281027,,,
10/14/2020,1046.1936,304.15,3.26,29.02910892,13.5478223,,,
10/15/2020,1036.318,303.51,2.38,29.15002501,13.54696629,,,
10/16/2020,1023.9735,303.96,3.19,28.51076539,13.54823544,,,
10/17/2020,1011.5456,304.18,3.32,28.16053465,13.54208507,,,
10/18/2020,1012.1774,305.57,2.07,28.69049863,13.5479465,,,
10/19/2020,1012.9564,306.98,2.64,28.4763786,13.54823337,,,
10/20/2020,1028.6144,307.26,2.63,28.8696498,13.5478499,,,
10/21/2020,1037.6731,306.78,3.78,28.63138417,13.54238361,,,
10/22/2020,1022.2806,306.23,4.3,28.02854107,13.54182964,,,
10/23/2020,1051.3573,302.25,4.07,28.82790545,13.5423882,,,
10/24/2020,1063.2123,302.93,1.28,30.26266735,13.53792409,,,
10/25/2020,1086.3214,302.71,2.84,30.16202069,13.54180501,,,
10/26/2020,1099.438,302.37,3.04,30.38847817,13.54028366,,,
10/27/2020,1118.1554,301.94,4.13,30.3837044,13.54222377,,,
10/28/2020,1127.6931,300.39,4.83,30.31955138,13.54375328,,,
10/29/2020,1102.8518,300.65,3.44,30.29905458,13.54176428,,,
10/30/2020,1112.3832,302.72,3.04,30.6927119,13.53739278,,,
10/31/2020,1109.1541,302.75,3.87,30.28118061,13.54256635,,,
11/1/2020,1094.8592,304.27,4.92,29.54319323,13.54142887,,,
11/2/2020,1109.5604,304.3,3.91,30.28104096,13.54260564,,,
11/3/2020,1111.7367,305.92,1.62,31.27128354,13.52652086,,,
11/4/2020,1087.2511,306.81,1.39,30.79714894,13.53216179,,,
11/5/2020,1090.5064,308.13,2.9,30.25591931,13.54107104,,,
11/6/2020,1108.2808,305.69,5.52,29.62693388,13.5417937,,,
11/7/2020,1109.2834,305.35,4.72,29.95616212,13.54565161,,,
11/8/2020,1108.0146,305.41,1.54,31.21670287,13.52706246,,,
11/9/2020,1116.0582,305.52,4.23,30.31022138,13.54286498,,,
11/10/2020,1096.6118,306.39,4.99,29.56710262,13.54140367,,,
11/11/2020,1105.4592,307.25,5.04,29.74904851,13.54682715,,,
11/12/2020,1148.4281,306.92,5.25,30.66424228,13.54178386,,,
11/13/2020,1139.6882,305.52,4.87,30.60513865,13.54164986,,,
11/14/2020,1115.9493,305.22,2.28,31.09455957,13.5308342,,,
11/15/2020,1076.3755,306.87,2.8,29.9566937,13.54320761,,,
11/16/2020,1099.9442,307.38,1.86,30.9014075,13.53210205,,,
11/17/2020,1121.0819,306.46,1.88,31.38149226,13.52572031,,,
11/18/2020,1144.2168,306.47,3.37,31.30724334,13.53103948,,,
11/19/2020,1138.4517,305.24,3.29,31.20291422,13.53216841,,,
11/20/2020,1102.0515,305.51,4.04,30.0576108,13.54428419,,,
11/21/2020,1117.1116,305.66,3.25,30.72833404,13.53742858,,,
11/22/2020,1113.7977,305.95,2.08,31.12911306,13.52981708,,,
11/23/2020,1111.1263,305.87,0.8,31.59975667,13.5187743,,,
11/24/2020,1147.2228,308.88,0.77,32.44665846,13.50309252,,,
11/25/2020,1173.7439,308.85,1.95,32.55587568,13.50585506,,,
11/26/2020,1172.7323,308.48,2.79,32.19180028,13.51583725,,,
11/27/2020,1173.85,307.23,3.99,31.7348593,13.52702351,,,
11/28/2020,1139.9006,306.49,4.01,30.95358873,13.53673915,,,
11/29/2020,1122.2439,307.05,3.61,30.7080586,13.53836222,,,
11/30/2020,1127.9956,306.89,4.3,30.56596914,13.5409673,,,
12/1/2020,1070.955,308.22,3.41,29.58341328,13.54608107,,,
12/2/2020,1104.2787,308.83,3.13,30.48925089,13.53944356,,,
12/3/2020,1129.5039,307.49,3.87,30.77403817,13.5382435,,,
12/4/2020,1145.4089,307.46,3.69,31.21058379,13.53305177,,,
12/5/2020,1097.9913,307.85,4.37,29.84039714,13.54582985,,,
12/6/2020,1099.3397,308.32,3.94,30.04570377,13.5441897,,,
12/7/2020,1149.3826,309.75,2.8,31.66530572,13.52432751,,,
12/8/2020,1187.683,308.26,4.84,31.71685369,13.52967663,,,
12/9/2020,1148.7936,308.37,1.21,32.29735307,13.50784931,,,
12/10/2020,1097.7383,307.08,0.61,31.37122519,13.52177474,,,
12/11/2020,1124.9876,306.81,3.89,30.65882983,13.53939376,,,
12/12/2020,1093.6196,305.79,1.97,30.7030356,13.53476382,,,
12/13/2020,1092.2775,304.16,2.04,30.63762188,13.53568954,,,
12/14/2020,1120.8704,303.52,2.44,31.13745411,13.53075531,,,
12/15/2020,1129.7556,305.22,4.18,30.64708886,13.54008332,,,
12/16/2020,1141.281,304.12,4.86,30.63921906,13.54138634,,,
12/17/2020,1134.2471,302.1,4.22,30.72158913,13.53955034,,,
12/18/2020,1122.5818,301.2,2.1,31.30986155,13.52751733,,,
12/19/2020,1114.3396,304.94,3.4,30.60057007,13.53900747,,,
12/20/2020,1085.7117,306.19,2.99,30.09866338,13.54248588,,,
12/21/2020,1110.8374,303.1,2.4,30.91985433,13.53335501,,,
12/22/2020,1133.7305,302.93,2.08,31.57959912,13.52348464,,,
12/23/2020,1123.08,302.28,1.12,31.73285331,13.51776637,,,
12/24/2020,1131.1848,303.33,1.25,31.86698055,13.51593837,,,
12/25/2020,1176.8611,304.14,4.1,31.74650817,13.52727754,,,
12/26/2020,1181.3661,304.48,0.77,33.2054143,13.48671411,,,
12/27/2020,1152.1084,302.27,3.01,31.61677617,13.5258881,,,
12/28/2020,1136.1802,301.16,2.56,31.43302673,13.52716992,,,
12/29/2020,1180.422,300.71,2.38,32.50531101,13.50881004,,,
12/30/2020,1201.238,302.87,3.01,32.71842585,13.50722335,,,
12/31/2020,1188.17,302.01,3.77,32.1215866,13.52065263,,,
1/1/2021,1148.5297,300.62,3.18,31.46074117,13.52862911,,,
1/2/2021,1135.4641,301.2,4.82,30.5073362,13.54240466,,,
1/3/2021,1109.7711,300.48,4.17,30.16529579,13.54384626,,,
1/4/2021,1121.9033,305.02,2.81,31.0152698,13.53321929,,,
1/5/2021,1119.6891,306.2,3.2,30.81033771,13.53645264,,,
1/6/2021,1136.3286,305.26,2.81,31.34814463,13.52897792,,,
1/7/2021,1161.6296,303.94,2.51,32.04071031,13.51753464,,,
1/8/2021,1155.4061,304.32,0.94,32.55060661,13.50181781,,,
1/9/2021,1131.5144,304.69,1.07,31.95315544,13.51372807,,,
1/10/2021,1147.8455,304.16,2.38,31.78234724,13.52130023,,,
1/11/2021,1141.4767,304.68,1.49,32.00544543,13.51438737,,,
1/12/2021,1146.769,305.86,1.63,32.07091817,13.51372704,,,
1/13/2021,1140.5939,305.88,3.08,31.338805,13.52984972,,,
1/14/2021,1119.3119,304.63,3.83,30.54212508,13.5403676,,,
1/15/2021,1108.805,304.56,3.29,30.51444754,13.53959666,,,
1/16/2021,1105.1324,305.36,3.21,30.46393152,13.53988633,,,
1/17/2021,1130.5825,304.5,1.55,31.73110422,13.51927351,,,
1/18/2021,1145.6006,304.84,0.78,32.39682608,13.50421514,,,
1/19/2021,1141.7314,305.36,1.68,31.93432861,13.51631111,,,
1/20/2021,1143.0431,303.68,1.57,32.00528518,13.51471272,,,
1/21/2021,1145.6294,302.59,1.76,31.98240201,13.51584158,,,
1/22/2021,1133.9166,303.7,2.63,31.3608064,13.52832242,,,
1/23/2021,1078.7461,303.12,2.7,30.04109311,13.54249523,,,
1/24/2021,1058.0193,303.91,3.34,29.28288745,13.54721292,,,
1/25/2021,1083.1328,304.52,2.72,30.14206257,13.54173548,,,
1/26/2021,1070.9338,305.2,1.52,30.35208183,13.53751488,,,
1/27/2021,1038.6371,304.74,1.78,29.46254606,13.5449561,,,
1/28/2021,1039.2374,304.93,2.3,29.25971755,13.54647799,,,
1/29/2021,1034.7624,304.47,2.53,29.05254854,13.54737296,,,
1/30/2021,1049.1735,306.87,1.77,29.72935846,13.54325847,,,
1/31/2021,1070.4586,306.18,2.81,29.80863013,13.54420398,,,
2/1/2021,1059.1597,307.16,2.93,29.49106636,13.54604581,,,
2/2/2021,1079.8027,306.54,2.29,30.24686388,13.54006051,,,
2/3/2021,1101.75,305.66,3.93,30.09525615,13.54389809,,,
2/4/2021,1068.2778,306.03,4.55,29.06042648,13.5423723,,,
2/5/2021,1056.5859,302.78,3.44,29.20264989,13.54751492,,,
2/6/2021,1074.2649,301.43,4.64,29.14687802,13.54229679,,,
2/7/2021,1080.2961,301.08,5.6,28.89890694,13.54315692,,,
2/8/2021,1063.6605,301.21,4.1,29.09821619,13.54803771,,,
2/9/2021,1039.9002,301.48,3.28,28.85633261,13.548112,,,
2/10/2021,1025.1901,301.42,2.87,28.66387076,13.5481969,,,
2/11/2021,1023.2619,304.34,3.46,28.3964477,13.54228547,,,
2/12/2021,1012.8114,304.22,3.24,28.22684677,13.54213026,,,
2/13/2021,1022.2997,304.06,2.99,28.55240227,13.54824427,,,
2/14/2021,1028.0894,303.45,0.63,29.69094493,13.54175364,,,
2/15/2021,1078.3672,302.13,1.8,30.40292473,13.53765172,,,
2/16/2021,1066.1649,303.71,2.59,29.787636,13.54406811,,,
2/17/2021,1023.3311,302.02,4.79,27.83295039,13.54091682,,,
2/18/2021,1027.4282,300.17,4.8,27.921777,13.5412586,,,
2/19/2021,1030.1449,300.88,4.85,27.97254122,13.5414381,,,
2/20/2021,1034.8424,301.5,5.11,27.98647069,13.5413853,,,
2/21/2021,1030.2664,300.74,3.51,28.52135416,13.54821193,,,
2/22/2021,1025.8269,301.12,1.98,29.05258267,13.54701259,,,
2/23/2021,1044.6156,304.89,1.44,29.75197927,13.54261148,,,
2/24/2021,1068.4576,304.82,2.99,29.68173536,13.54517901,,,
2/25/2021,1054.0441,303.4,1.58,29.91691818,13.54159599,,,
2/26/2021,1055.0599,303.53,0.91,30.22557204,13.53748631,,,
2/27/2021,1041.8228,305.19,1.58,29.62582583,13.54369643,,,
2/28/2021,1032.1757,305.76,3.03,28.78640475,13.54811627,,,
3/1/2021,1016.0764,305.98,2.78,28.49221962,13.54823771,,,
3/2/2021,995.8857,307.34,3.37,27.75546454,13.54121907,,,
3/3/2021,978.5155,307,5.36,26.49834935,13.52990191,,,
3/4/2021,971.1686,305.57,5.95,26.071057,13.52313941,,,
3/5/2021,991.4371,303.53,0.72,28.7423056,13.54709826,,,
3/6/2021,980.3298,304.5,2.92,27.53717353,13.54057281,,,
3/7/2021,977.9007,304.14,4.8,26.69091968,13.53287284,,,
3/8/2021,961.8245,303.79,5.17,26.12769178,13.52572085,,,
3/9/2021,957.4939,302.39,4.54,26.26174411,13.52870113,,,
3/10/2021,947.225,302.71,3.05,26.61480102,13.53479935,,,
3/11/2021,917.7692,304.09,2.45,26.09783734,13.530891,,,
3/12/2021,922.9838,304.87,2.87,26.06059504,13.52975812,,,
3/13/2021,908.3591,305.1,1.3,26.35213332,13.5348959,,,
3/14/2021,907.9724,302.92,2.01,26.02154481,13.53083714,,,
3/15/2021,947.5539,301.86,4.18,26.14773283,13.5280911,,,
3/16/2021,982.807,302.74,2.66,27.70642733,13.54117354,,,
3/17/2021,958.3228,302.71,1.85,27.40858753,13.54625103,,,
3/18/2021,928.7741,301.56,1.73,26.69675793,13.53691744,,,
3/19/2021,914.551,301.26,1.8,26.28467927,13.53364505,,,
3/20/2021,880.7032,299.41,2.85,24.91043237,13.51380018,,,
3/21/2021,863.688,301.29,3.12,24.33837726,13.50230234,,,
3/22/2021,870.8707,301.84,3.85,24.23414119,13.49712919,,,
3/23/2021,888.6154,302.76,1.98,25.51073165,13.52500568,,,
3/24/2021,893.5624,301.43,0.87,26.13388473,13.53359338,,,
3/25/2021,884.8144,300.56,3.7,24.67161292,13.50673143,,,
3/26/2021,879.6625,301.66,3.89,24.45778518,13.50176595,,,
3/27/2021,871.0886,302.86,4.71,23.89374576,13.48527321,,,
3/28/2021,851.8568,302.37,5.09,23.20786436,13.4647135,,,
3/29/2021,879.9775,301.88,4.15,24.36034186,13.4986431,,,
3/30/2021,878.9043,302.03,4.75,24.08714846,13.48976819,,,
3/31/2021,888.3195,301,5.59,24.00105872,13.48357335,,,
4/1/2021,867.7436,301.09,5.67,23.40874512,13.46717884,,,
4/2/2021,856.38,300.25,4.75,23.45708448,13.47342077,,,
4/3/2021,853.1658,300.6,4.06,23.65120174,13.48214792,,,
4/4/2021,846.7346,301.39,3.9,23.54181504,13.4801623,,,
4/5/2021,831.6061,302.67,3.07,23.46836331,13.4824574,,,
4/6/2021,832.4784,304.28,2.5,23.74123047,13.49188209,,,
4/7/2021,827.5441,304.93,3.34,23.2510122,13.47549659,,,
4/8/2021,830.5737,304.7,1.61,24.07201021,13.50276819,,,
4/9/2021,827.7974,303.75,0.77,24.35864989,13.51093287,,,
4/10/2021,789.7667,304.14,1.75,22.83612945,13.47240323,,,
4/11/2021,814.8846,301.33,5.8,21.89595872,13.4173396,,,
4/12/2021,805.0322,298.76,3.94,22.33410489,13.44434884,,,
4/13/2021,784.5557,299.81,1.69,22.69441373,13.46854761,,,
4/14/2021,767.1047,301.48,2.07,22.02501391,13.44608651,,,
4/15/2021,759.1521,303.02,1.28,22.1349301,13.45439977,,,
4/16/2021,775.645,301.51,5.23,21.00528945,13.38728897,,,
4/17/2021,789.9524,300.75,7.4,20.61942932,13.35463859,,,
4/18/2021,786.1342,300.67,5.84,21.06902354,13.38518906,,,
4/19/2021,783.1194,301.84,2.65,22.25012423,13.44977487,,,
4/20/2021,778.1407,302.68,1.37,22.65592654,13.4693224,,,
4/21/2021,759.1462,301.35,2.45,21.63038245,13.43042895,,,
4/22/2021,761.6525,300.58,5.2,20.61353374,13.37142539,,,
4/23/2021,750.9136,298.82,5.96,20.02435951,13.33978516,,,
4/24/2021,740.2742,301.17,4.99,20.08558534,13.35065253,,,
4/25/2021,741.1233,301.91,5.57,19.90580968,13.33810447,,,
4/26/2021,739.1096,300.89,4.24,20.32841466,13.36693133,,,
4/27/2021,733.0126,300.1,3.61,20.38801455,13.3742033,,,
4/28/2021,721.187,299.89,3.29,20.16484593,13.36730364,,,
4/29/2021,720.3123,300.15,2.94,20.27712838,13.3747506,,,
4/30/2021,717.7539,300.29,3.36,20.03902546,13.36143656,,,
5/1/2021,696.9071,300.32,3.52,19.36727421,13.33025839,,,
5/2/2021,683.6732,300.54,3.83,18.86569923,13.30367106,,,
5/3/2021,675.0361,299.97,4.17,18.48631439,13.28127955,,,
5/4/2021,660.3129,300.07,4.68,17.87527703,13.24331106,,,
5/5/2021,675.745,298.62,5.44,18.0570353,13.24574155,,,
5/6/2021,669.1256,296.29,3.95,18.37149743,13.27681406,,,
5/7/2021,660.2439,297.1,3.14,18.40742013,13.28635486,,,
5/8/2021,653.6882,298.62,2.4,18.49378066,13.29768216,,,
5/9/2021,651.858,298.96,4,17.85642815,13.24879456,,,
5/10/2021,646.3433,299.82,5.8,17.09041211,13.18509076,,,
5/11/2021,652.4562,297.8,5.27,17.43080592,13.21110348,,,
5/12/2021,661.1688,296.96,4.62,17.90334267,13.24496927,,,
5/13/2021,657.564,296.4,5.01,17.65984837,13.22702864,,,
5/14/2021,638.2316,296.06,5.71,16.85849395,13.17058319,,,
5/15/2021,640.5142,295.63,6.03,16.81886233,13.16437707,,,
5/16/2021,639.499,294.77,5.65,16.90685072,13.17405401,,,
5/17/2021,641.1658,294.12,5.44,17.02065875,13.18342371,,,
5/18/2021,636.7978,296.41,5.19,16.98935322,13.18465918,,,
5/19/2021,635.5934,298.08,4.46,17.20906918,13.20632336,,,
5/20/2021,621.9089,298.15,4.23,16.87990139,13.18855746,,,
5/21/2021,612.6893,298.37,3.96,16.69628422,13.17997207,,,
5/22/2021,611.9275,298.25,3.49,16.83414439,13.19370831,,,
5/23/2021,610.7524,297.62,2.81,17.03502871,13.21311588,,,
5/24/2021,607.004,298.51,2.75,16.94592244,13.20848768,,,
5/25/2021,572.6072,298.11,2.88,15.84161753,13.13575925,,,
5/26/2021,600.9295,298.32,6.21,15.62462606,13.08083011,,,
5/27/2021,612.0377,295.68,6.24,15.92251545,13.10120142,,,
5/28/2021,597.7315,295.82,5.73,15.66069604,13.08862185,,,
5/29/2021,594.671,294.12,4.89,15.82427942,13.11006126,,,
5/30/2021,597.0242,294.11,2.78,16.60983319,13.18679082,,,
5/31/2021,591.3082,297.38,2.87,16.41744113,13.17400621,,,
6/1/2021,577.0707,297.85,3.12,15.89613668,13.13665781,,,
6/2/2021,571.732,298.45,1.49,16.30576618,13.18222972,,,
6/3/2021,579.784,295.48,4.85,15.39962414,13.08027042,,,
6/4/2021,582.2955,293.6,5.49,15.26470432,13.06194013,,,
6/5/2021,586.1928,293.55,6,15.22512016,13.05263068,,,
6/6/2021,586.8985,293.41,4.76,15.62930003,13.09759308,,,
6/7/2021,587.5635,295.23,1.99,16.60667675,13.19537032,,,
6/8/2021,591.7548,295.23,4.39,15.90552873,13.12194065,,,
6/9/2021,589.7348,290.23,5.99,15.31002838,13.05818772,,,
6/10/2021,578.1535,288.11,3.86,15.63111503,13.10762941,,,
6/11/2021,581.3398,291.17,3.11,15.99909533,13.14269659,,,
6/12/2021,571.1583,295.14,1.98,16.09862868,13.16294258,,,
6/13/2021,558.4091,297.28,1.39,15.91774941,13.15793807,,,
6/14/2021,560.403,298.83,0.89,16.16858419,13.1800956,,,
6/15/2021,573.172,299.54,2.7,15.92721751,13.14388474,,,
6/16/2021,572.541,299.93,0.33,16.76888957,13.22328229,,,
6/17/2021,561.6146,296.33,4.79,14.88052193,13.04248377,,,
6/18/2021,567.9487,293.1,6.2,14.63291495,13.00464437,,,
6/19/2021,556.018,291.07,5.23,14.55213987,13.01024019,,,
6/20/2021,551.88,292.04,4.35,14.6994726,13.03320654,,,
6/21/2021,559.6406,293.6,3.63,15.17037586,13.07806702,,,
6/22/2021,532.2476,296.17,2.85,14.59305788,13.04489302,,,
6/23/2021,541.1922,297.77,2.82,14.88665004,13.06777255,,,
6/24/2021,571.7485,295.56,4.23,15.35515546,13.08464993,,,
6/25/2021,573.553,289.86,5.9,14.86191476,13.02534925,,,
6/26/2021,576.1152,290.86,6.19,14.85821726,13.02164045,,,
6/27/2021,579.0369,292.09,5.38,15.19269936,13.05756396,,,
6/28/2021,575.9501,294.27,3.63,15.6725162,13.11450154,,,
6/29/2021,573.316,295.3,3.42,15.66733359,13.11683525,,,
6/30/2021,573.735,295.2,4.37,15.36836933,13.08381964,,,
7/1/2021,575.7168,293.98,4.93,15.24420891,13.06746596,,,
7/2/2021,576.4556,293.58,5.37,15.12864565,13.05327322,,,
7/3/2021,577.7194,291.02,6.55,14.80208249,13.01273591,,,
7/4/2021,583.7224,289.63,5.95,15.14250629,13.04599373,,,
7/5/2021,582.8439,291.61,3.91,15.77520348,13.11785947,,,
7/6/2021,595.3216,291.8,4.29,16.02684188,13.13081297,,,
7/7/2021,583.071,293.57,2.64,16.22760319,13.16370743,,,
7/8/2021,591.8472,296.2,2.04,16.7252623,13.20228012,,,
7/9/2021,590.7523,294.41,5.13,15.63255455,13.09354809,,,
7/10/2021,592.2636,292.61,5.11,15.67301503,13.09628501,,,
7/11/2021,581.7673,293.84,3.52,15.88485911,13.1305242,,,
7/12/2021,586.8457,293.76,4.63,15.6715803,13.10227823,,,
7/13/2021,572.958,295.32,2.76,15.88099875,13.13941456,,,
7/14/2021,571.9683,297.9,2.59,15.92059901,13.14445835,,,
7/15/2021,592.3468,299.24,3.37,16.28545807,13.16012249,,,
7/16/2021,611.9508,297.55,4.96,16.33692047,13.14520536,,,
7/17/2021,597.5528,294.35,5.54,15.70511734,13.09377202,,,
7/18/2021,601.3579,292.93,4.8,16.04615299,13.1263445,,,
7/19/2021,602.3235,293.29,4.88,16.05100431,13.12581053,,,
7/20/2021,594.2374,293.86,4.76,15.85173512,13.11349415,,,
7/21/2021,591.3383,294.04,4.52,15.84380868,13.11584457,,,
7/22/2021,607.1498,295.64,2.22,17.1299951,13.22467922,,,
7/23/2021,626.9025,298.21,2.26,17.7313549,13.25881308,,,
7/24/2021,639.1725,296.72,4.15,17.41469806,13.22160074,,,
7/25/2021,635.7072,293.95,4.53,17.16519267,13.20218747,,,
7/26/2021,634.8881,294.11,3.67,17.44173537,13.22774036,,,
7/27/2021,629.831,297.14,2.37,17.77539481,13.26004368,,,
7/28/2021,616.1309,299.36,1.53,17.67870852,13.26311946,,,
7/29/2021,632.1972,299.93,0.22,18.69278689,13.32652434,,,
7/30/2021,644.4078,300.35,1.08,18.727311,13.3208593,,,
7/31/2021,646.3545,300.52,3.03,18.04750679,13.26885414,,,
8/1/2021,639.9335,300.55,3.24,17.77864346,13.25214534,,,
8/2/2021,661.9413,301.11,1.37,19.15131845,13.33825954,,,
8/3/2021,675.707,295.2,6.08,17.81878406,13.22505585,,,
8/4/2021,675.806,292.49,6.5,17.66449613,13.21103613,,,
8/5/2021,678.833,291.93,6.12,17.87378515,13.22716302,,,
8/6/2021,684.5987,292.35,5.79,18.15417073,13.24652451,,,
8/7/2021,692.4701,292.47,4.79,18.732287,13.28712876,,,
8/8/2021,700.2858,294.98,3.43,19.47425719,13.33533753,,,
8/9/2021,705.134,296.34,3.58,19.56631534,13.33842382,,,
8/10/2021,707.5622,297.52,3.12,19.81881869,13.35353551,,,
8/11/2021,693.0759,298.02,3.02,19.43193442,13.33714029,,,
8/12/2021,699.1141,298.77,5.85,18.59212066,13.27093017,,,
8/13/2021,714.0394,299.62,5.27,19.226308,13.30853904,,,
8/14/2021,712.0126,299.48,5.36,19.13571513,13.30329553,,,
8/15/2021,716.4523,299.1,5.29,19.28521343,13.31113816,,,
8/16/2021,742.3631,297.82,5.76,19.84776365,13.33331083,,,
8/17/2021,745.0986,298.67,4.79,20.28238861,13.3604224,,,
8/18/2021,739.8265,298.25,4.54,20.22194575,13.35975545,,,
8/19/2021,753.4443,297.41,4.03,20.80503788,13.38778595,,,
8/20/2021,752.1522,296.96,3.76,20.87145557,13.39243114,,,
8/21/2021,755.3698,299.32,1.76,21.80255906,13.4406139,,,
8/22/2021,754.6097,300.26,2.15,21.61785458,13.43189578,,,
8/23/2021,765.8555,298.96,4.21,21.10205512,13.39839733,,,
8/24/2021,773.1505,293.78,6.39,20.46085709,13.35471988,,,
8/25/2021,772.6264,293.7,4.89,21.00238432,13.38880299,,,
8/26/2021,788.0348,295.2,3.75,21.90651872,13.43095181,,,
8/27/2021,781.4185,296.21,3.53,21.8106149,13.4291681,,,
8/28/2021,781.2777,297.57,2.9,22.07334497,13.44225087,,,
8/29/2021,789.1967,298.42,3.6,22.01722736,13.43597769,,,
8/30/2021,801.1487,300.06,2.86,22.67573233,13.46148421,,,
8/31/2021,813.8079,301.59,4.67,22.3057034,13.4390834,,,
9/1/2021,816.407,300.21,3.15,22.99175958,13.46903858,,,
9/2/2021,788.9916,299.25,3.48,22.06445116,13.43839992,,,
9/3/2021,772.4695,299.5,2.48,22.00104131,13.44264095,,,
9/4/2021,804.7528,299.08,5.16,21.84314816,13.41956574,,,
9/5/2021,841.2166,297.3,7.49,21.96592414,13.40756577,,,
9/6/2021,846.3004,296.02,7.53,22.08067953,13.41138534,,,
9/7/2021,855.5111,295.83,6.98,22.53534885,13.43132839,,,
9/8/2021,872.4574,296.48,7.06,22.97074914,13.44533462,,,
9/9/2021,884.8602,296.43,5.57,23.88725208,13.48038937,,,
9/10/2021,884.8895,297.69,3.69,24.66423961,13.50649973,,,
9/11/2021,873.3617,301.37,1.9,25.12418534,13.51987448,,,
9/12/2021,865.9232,301.94,1.11,25.26848761,13.52380394,,,
9/13/2021,854.9826,301.55,4.75,23.42566917,13.4726538,,,
9/14/2021,862.7668,301.34,5.39,23.38399988,13.46802789,,,
9/15/2021,874.4443,301.36,4.26,24.16098408,13.49367779,,,
9/16/2021,866.0911,301.43,2.65,24.60387206,13.50917492,,,
9/17/2021,848.8792,300.95,3.69,23.68650279,13.4848731,,,
9/18/2021,876.4325,300.91,3.27,24.62397432,13.50738283,,,
9/19/2021,876.8527,300.76,4.17,24.2608802,13.49630391,,,
9/20/2021,891.675,302.27,5.68,24.06414104,13.48482523,,,
9/21/2021,934.0151,296.4,8.77,23.97067683,13.46562772,,,
9/22/2021,941.9538,293.86,6.1,25.18597342,13.50745954,,,
9/23/2021,950.0212,297.1,3.1,26.64358451,13.53488075,,,
9/24/2021,952.1591,299.07,0.61,27.77725776,13.54795332,,,
9/25/2021,937.6229,300.77,1.37,27.0709738,13.54504907,,,
9/26/2021,939.9647,302.02,1.76,26.98192249,13.53860837,,,
9/27/2021,938.4545,303.09,1.1,27.21643754,13.54605279,,,
9/28/2021,945.7766,303.41,5.37,25.63091179,13.51812359,,,
9/29/2021,965.2878,302.47,3.7,26.8100537,13.53555127,,,
9/30/2021,966.1782,304.02,3.69,26.84425668,13.53586727,,,
10/1/2021,981.1619,303.06,0.49,28.58182935,13.54741408,,,
10/2/2021,963.7183,303.7,0.91,27.95541534,13.54809859,,,
10/3/2021,978.5291,306.03,3.51,27.24688514,13.53885332,,,
10/4/2021,988.0607,305.35,0.8,28.62696478,13.54747541,,,
10/5/2021,975.2396,304.71,4.93,26.57341983,13.53146666,,,
10/6/2021,944.3528,304.85,3.66,26.29273717,13.53081137,,,
10/7/2021,955.7399,306.17,2.43,27.11714147,13.53892465,,,
10/8/2021,977.35,306.14,3.11,27.38593185,13.53985685,,,
10/9/2021,978.41,305.44,4.26,26.93015895,13.53585137,,,
10/10/2021,956.206,305.63,3.52,26.6637692,13.53462389,,,
10/11/2021,1003.4739,303.42,0.52,29.13029349,13.54527309,,,
10/12/2021,1022.7533,304.59,2.37,28.82380967,13.54783478,,,
10/13/2021,1040.5718,306.17,0.72,29.96279823,13.53959113,,,
10/14/2021,1043.9758,303.89,0.75,30.02727946,13.53907917,,,
10/15/2021,1050.9469,302.28,4.33,28.70912099,13.54264276,,,
10/16/2021,1034.4639,302.44,3.59,28.59904085,13.54824716,,,
10/17/2021,1023.7812,304.03,1.97,29.01545646,13.54711358,,,
10/18/2021,1022.5774,306,1.57,29.16070785,13.54621989,,,
10/19/2021,1016.462,308.23,2.85,28.48130132,13.54823796,,,
10/20/2021,1020.7768,308.02,4.9,27.75511482,13.54057199,,,
