Inputs,,,,Outputs,,,,
Date,G,v,Ta,P_PV-TE,N_PV-TE,,,
dd/mm/yy,W/m2,m/s,K,W,%,,,
8/20/2021,0,9.88,215.24,0,0,,,
8/21/2021,0,9.48,212.77,0,0,,,
8/22/2021,0,9.16,212.39,0,0,,,
8/23/2021,0,9.39,214.55,0,0,,,
8/24/2021,0,10.26,216.65,0,0,,,
8/25/2021,0,9.85,217.03,0.591541628,10.98309439,,,
8/26/2021,0.4626,10.82,213.67,0.070485426,9.700499641,,,
8/27/2021,1.6482,10.88,210.89,0.089108185,9.697517079,,,
8/28/2021,2.9553,9.86,211.32,0.096970045,9.728012073,,,
8/29/2021,4.8182,6.38,213.51,0.095635221,9.822856857,,,
8/30/2021,7.6404,9.53,213.16,0.149072679,9.778762782,,,
8/31/2021,11.0016,10.46,218.14,0.190288981,9.806730488,,,
9/1/2021,13.7991,8.02,218.75,0.214285215,9.879854533,,,
9/2/2021,17.7505,8.12,221.54,0.265113371,9.91983936,,,
9/3/2021,19.5094,9.39,220.46,0.293242122,9.903496393,,,
9/4/2021,27.5906,11.31,228.47,0.402987428,9.95948177,,,
9/5/2021,30.2575,9.75,236.18,0.43672677,10.03939269,,,
9/6/2021,33.8571,8.32,231.74,0.48903043,10.08179942,,,
9/7/2021,41.6689,8.32,230.52,0.605177567,10.14082358,,,
9/8/2021,46.7326,5.12,225.43,0.697367116,10.2583473,,,
9/9/2021,55.7708,7.08,221.06,0.826480164,10.2603577,,,
9/10/2021,60.7617,7.91,221.95,0.901640115,10.27756755,,,
9/11/2021,70.2668,7.58,220.86,1.061249147,10.36064003,,,
9/12/2021,75.8137,5.61,218.2,1.184839066,10.46987865,,,
9/13/2021,82.8907,4.11,218.33,1.352523852,10.5919676,,,
9/14/2021,90.1309,7.11,218.77,1.41544196,10.52799726,,,
9/15/2021,103.845,8.92,219.32,1.627874784,10.56491848,,,
9/16/2021,105.9699,7.6,232.32,1.72619778,10.66976444,,,
9/17/2021,112.7084,10.91,232.58,1.775449512,10.60461777,,,
9/18/2021,125.9211,9.26,238.75,2.083389658,10.77340088,,,
9/19/2021,132.57,9.76,229.07,2.171654452,10.7697285,,,
9/20/2021,137.7692,11.89,226.32,2.201160025,10.71732778,,,
9/21/2021,149.5152,11.67,224.78,2.427293006,10.79658006,,,
9/22/2021,168.6102,10.07,220.16,2.858492567,10.97026671,,,
9/23/2021,185.4749,10.07,219.37,3.211637887,11.07684209,,,
9/24/2021,195.872,6.53,222.68,3.71636739,11.32844441,,,
9/25/2021,206.7216,6.89,219.53,3.934536522,11.37294483,,,
9/26/2021,216.0947,6.72,218.59,4.178238887,11.44062882,,,
9/27/2021,220.5244,4.86,225.45,4.532287532,11.58987471,,,
9/28/2021,238.2398,7.95,224.96,4.629205329,11.52588465,,,
9/29/2021,250.042,9.77,220.93,4.712181346,11.48986844,,,
9/30/2021,269.9166,5.86,226.66,5.73030275,11.83012458,,,
10/1/2021,287.7823,6.48,225.48,6.116357304,11.89058285,,,
10/2/2021,302.1916,4.71,222.86,6.809304895,12.06305889,,,
10/3/2021,309.8294,6.87,222.46,6.638213125,11.97741734,,,
10/4/2021,324.9822,5.87,226.37,7.253248079,12.1133985,,,
10/5/2021,341.6784,2.98,225.85,8.361605328,12.35507236,,,
10/6/2021,360.588,7.03,219.54,7.989565544,12.20145723,,,
10/7/2021,377.601,10.63,217.19,7.784078605,12.07908205,,,
10/8/2021,396.8448,11.65,225.31,8.173227438,12.12692679,,,
10/9/2021,410.3622,8.95,223.87,9.00463205,12.3134696,,,
10/10/2021,421.8992,8.52,227.35,9.427400652,12.3836901,,,
10/11/2021,427.7476,8.87,230.71,9.537070083,12.39335599,,,
10/12/2021,444.0489,7.71,236.52,10.29400088,12.52214494,,,
10/13/2021,478.7136,5.18,234.62,11.93761909,12.75516035,,,
10/14/2021,498.8394,5.72,230.5,12.35381548,12.78696136,,,
10/15/2021,519.0267,6.95,229.34,12.57630074,12.78677996,,,
10/16/2021,538.0153,6.34,231.02,13.32573544,12.87132666,,,
10/17/2021,561.3701,10,228.27,12.9216528,12.76599562,,,
10/18/2021,573.1826,9.21,228.29,13.46620076,12.83385747,,,
10/19/2021,586.9844,7.18,233.45,14.49563435,12.96117829,,,
10/20/2021,613.296,6.15,228.43,15.55574858,13.05806592,,,
10/21/2021,630.1986,5.8,228.86,16.17637487,13.10840536,,,
10/22/2021,650.7768,5.07,228.39,17.0499659,13.17681172,,,
10/23/2021,675.9353,5,228.11,17.81336798,13.22432294,,,
10/24/2021,692.0887,4.23,229.32,18.60114902,13.27710662,,,
10/25/2021,723.2421,5.57,226.71,18.94817379,13.28038549,,,
10/26/2021,744.3196,8.95,227.07,18.27574834,13.20373673,,,
10/27/2021,746.1043,12.01,241.06,17.44304498,13.11604927,,,
10/28/2021,759.9522,10.06,244.81,18.46534018,13.20679648,,,
10/29/2021,773.2654,8.43,239.59,19.34993026,13.27314983,,,
10/30/2021,819.2441,8.59,234.49,20.50216631,13.32723329,,,
10/31/2021,828.8937,4.81,234.25,22.30629504,13.43212488,,,
11/1/2021,848.1972,3.69,235.16,23.36175442,13.47248066,,,
11/2/2021,873.1324,2.82,235.22,24.46669414,13.50360901,,,
11/3/2021,896.8351,3.71,233.58,24.69334305,13.50429632,,,
11/4/2021,910.0964,5.75,233.92,24.12978845,13.48102201,,,
11/5/2021,940.6661,6.07,235.89,24.81890859,13.49622557,,,
11/6/2021,966.5052,7.38,237.73,24.94600134,13.49275491,,,
11/7/2021,980.8007,7.87,243.54,25.15090797,13.49552134,,,
11/8/2021,1003.6302,6.04,240.85,26.49057189,13.52601062,,,
11/9/2021,1018.4919,4.21,241.23,27.67792804,13.53991938,,,
11/10/2021,1037.3012,4.84,240.72,27.86357732,13.54035693,,,
11/11/2021,1055.134,2.48,241.08,29.36721316,13.54660879,,,
11/12/2021,1085.8884,2.25,239.24,30.20772917,13.54117414,,,
11/13/2021,1105.8229,4.98,236.6,29.46027566,13.54226078,,,
11/14/2021,1121.2044,4.06,242.94,30.2454311,13.54394757,,,
11/15/2021,1137.7482,3.95,241.56,30.67405274,13.54054886,,,
11/16/2021,1145.1461,5.51,241.08,30.18067155,13.54014003,,,
11/17/2021,1161.8234,7.56,240.68,29.68563882,13.54378628,,,
11/18/2021,1184.712,9.7,239.3,29.33327253,13.54329956,,,
11/19/2021,1177.345,8.67,242.91,29.60172741,13.54410636,,,
11/20/2021,1158.6569,11.89,254.33,28.00814904,13.53065724,,,
11/21/2021,1191.4688,8.63,251.5,29.99739301,13.54400363,,,
11/22/2021,1214.7268,7.05,246.48,31.14910164,13.53658723,,,
11/23/2021,1220.5414,9.3,249.52,30.37625263,13.54381095,,,
11/24/2021,1233.3779,8.23,252.55,31.11298588,13.53899601,,,
11/25/2021,1249.6149,1.83,250.68,34.1222859,13.47093726,,,
11/26/2021,1281.1979,3.75,249.48,33.96710796,13.4859157,,,
11/27/2021,1298.1322,3.74,245.92,34.317362,13.47736996,,,
11/28/2021,1295.1115,3.18,244.7,34.48786341,13.46956567,,,
11/29/2021,1324.8924,7.19,244.48,33.45162973,13.51314408,,,
11/30/2021,1320.3291,6.53,246.28,33.6296743,13.50689145,,,
12/1/2021,1340.951,5.54,245.16,34.45759845,13.4840773,,,
12/2/2021,1351.0355,7.56,245.28,33.8526778,13.50715175,,,
12/3/2021,1336.0549,6.98,245.44,33.77333753,13.50612208,,,
12/4/2021,1371.1973,7,245.77,34.49223955,13.49097047,,,
12/5/2021,1386.5256,8.39,245.05,34.25419601,13.50291778,,,
12/6/2021,1391.7714,7.73,245.46,34.62080459,13.49181662,,,
12/7/2021,1388.9842,8.97,247.87,34.09648652,13.50844357,,,
12/8/2021,1395.239,7.15,249.72,34.9403413,13.48086991,,,
12/9/2021,1406.0549,5.25,249.59,35.90447132,13.44105874,,,
12/10/2021,1427.302,6.43,246.68,35.84551583,13.45151464,,,
12/11/2021,1410.0967,3.89,247.66,36.51647002,13.40896046,,,
12/12/2021,1412.9697,3.46,250.14,36.74984226,13.39600034,,,
12/13/2021,1423.3192,1.26,249.64,37.81829591,13.32602613,,,
12/14/2021,1445.7694,7.61,247.09,35.7513558,13.46215283,,,
12/15/2021,1432.724,8.17,249.44,35.29156248,13.47781856,,,
12/16/2021,1402.3235,11.26,252.9,33.56001328,13.52164934,,,
12/17/2021,1403.8534,8.64,255.56,34.56729066,13.49681598,,,
12/18/2021,1397.9906,8.53,255.33,34.4896369,13.49797323,,,
12/19/2021,1407.734,6.61,255.05,35.42646483,13.46439603,,,
12/20/2021,1427.4976,4.25,253.36,36.72621289,13.40366926,,,
12/21/2021,1405.9826,11.12,253.46,33.69446544,13.51923278,,,
12/22/2021,1389.899,10.31,257.18,33.70225779,13.51598738,,,
12/23/2021,1399.4008,6.44,254.4,35.32405415,13.46624663,,,
12/24/2021,1421.1782,2.16,253.52,37.42841884,13.35423444,,,
12/25/2021,1429.1202,1.57,251.57,37.80555761,13.33005256,,,
12/26/2021,1424.4133,5.1,249.66,36.32165041,13.42584121,,,
12/27/2021,1420.0851,4.42,248.85,36.50274285,13.41386471,,,
12/28/2021,1419.036,6.44,249.59,35.69196609,13.45599981,,,
12/29/2021,1409.8352,5,250.3,36.07996339,13.43333593,,,
12/30/2021,1421.519,6.77,250.88,35.61804545,13.46025308,,,
12/31/2021,1426.1177,6.64,248.66,35.74908613,13.4557086,,,
