Inputs,,,,Outputs,,,,
Date,G,v,Ta,P_PV-TE,N_PV-TE,,,
dd/mm/yy,W/m2,m/s,K,W,%,,,
5/6/2020,0,4.97,224.37,0,0,,,
5/7/2020,0,9.37,222.79,0,0,,,
5/8/2020,0,8.34,224.38,0,0,,,
5/9/2020,0,8.34,228.86,0,0,,,
5/10/2020,0,9.2,230.01,0,0,,,
5/11/2020,0,7.72,234.18,0,0,,,
5/12/2020,0,10.07,228.32,0,0,,,
5/13/2020,0,11.6,221.88,0,0,,,
5/14/2020,0,6.52,224.94,0,0,,,
5/15/2020,0,6.59,223.68,0,0,,,
5/16/2020,0,8.81,220.1,0,0,,,
5/17/2020,0,8.74,220.91,0,0,,,
5/18/2020,0,8.25,220.54,0,0,,,
5/19/2020,0,9.71,215.93,0,0,,,
5/20/2020,0,11.62,217.15,0,0,,,
5/21/2020,0,12.72,224.07,0,0,,,
5/22/2020,0,9.25,219.09,0,0,,,
5/23/2020,0,7.84,221.15,0,0,,,
5/24/2020,0,7.69,219.26,0,0,,,
5/25/2020,0,8.27,219.71,0,0,,,
5/26/2020,0,6.4,223.53,0,0,,,
5/27/2020,0,5.69,219.38,0,0,,,
5/28/2020,0,9.13,222.42,0,0,,,
5/29/2020,0,9.12,225.6,0,0,,,
5/30/2020,0,8.18,222.81,0,0,,,
5/31/2020,0,11.15,220.58,0,0,,,
6/1/2020,0,12.02,221.4,0,0,,,
6/2/2020,0,13.42,218.93,0,0,,,
6/3/2020,0,12.92,218.46,0,0,,,
6/4/2020,0,7.99,225.23,0,0,,,
6/5/2020,0,4.99,229.56,0,0,,,
6/6/2020,0,8.34,223.96,0,0,,,
6/7/2020,0,6.4,225.72,0,0,,,
6/8/2020,0,6.17,226.54,0,0,,,
6/9/2020,0,6.73,227.43,0,0,,,
6/10/2020,0,7.74,230.67,0,0,,,
6/11/2020,0,4.96,228.39,0,0,,,
6/12/2020,0,5.86,221.9,0,0,,,
6/13/2020,0,7.43,218.78,0,0,,,
6/14/2020,0,10.15,222.57,0,0,,,
6/15/2020,0,10.75,220.22,0,0,,,
6/16/2020,0,10.41,228.49,0,0,,,
6/17/2020,0,9.64,239.61,0,0,,,
6/18/2020,0,6.57,233.33,0,0,,,
6/19/2020,0,9.14,231.59,0,0,,,
6/20/2020,0,7.71,222.68,0,0,,,
6/21/2020,0,9.78,215.07,0,0,,,
6/22/2020,0,10.86,218.06,0,0,,,
6/23/2020,0,10.63,216.85,0,0,,,
6/24/2020,0,11.52,218.86,0,0,,,
6/25/2020,0,10.06,221.83,0,0,,,
6/26/2020,0,12.2,225.59,0,0,,,
6/27/2020,0,12.57,225.67,0,0,,,
6/28/2020,0,10.99,220.92,0,0,,,
6/29/2020,0,10.1,217.25,0,0,,,
6/30/2020,0,7.74,217.7,0,0,,,
7/1/2020,0,7.99,219.98,0,0,,,
7/2/2020,0,9.57,217.26,0,0,,,
7/3/2020,0,9.26,216.47,0,0,,,
7/4/2020,0,5.43,216.9,0,0,,,
7/5/2020,0,6.37,214.72,0,0,,,
7/6/2020,0,7.2,213.75,0,0,,,
7/7/2020,0,7.83,212.89,0,0,,,
7/8/2020,0,6.56,213.31,0,0,,,
7/9/2020,0,6.11,214.79,0,0,,,
7/10/2020,0,10.74,215.2,0,0,,,
7/11/2020,0,10.04,229.29,0,0,,,
7/12/2020,0,11.6,226.78,0,0,,,
7/13/2020,0,11.59,220.66,0,0,,,
7/14/2020,0,9.9,218.67,0,0,,,
7/15/2020,0,10.5,216.67,0,0,,,
7/16/2020,0,9.41,217.94,0,0,,,
7/17/2020,0,9.54,215.33,0,0,,,
7/18/2020,0,6.76,216.92,0,0,,,
7/19/2020,0,9.87,219.95,0,0,,,
7/20/2020,0,9.82,215.78,0,0,,,
7/21/2020,0,9.12,216.44,0,0,,,
7/22/2020,0,9.75,218.43,0,0,,,
7/23/2020,0,11.75,224.53,0,0,,,
7/24/2020,0,10.67,226.93,0,0,,,
7/25/2020,0,12.37,219.75,0,0,,,
7/26/2020,0,9.94,218.26,0,0,,,
7/27/2020,0,6.49,222.36,0,0,,,
7/28/2020,0,6.68,218.63,0,0,,,
7/29/2020,0,6.83,216.14,0,0,,,
7/30/2020,0,4.71,218.34,0,0,,,
7/31/2020,0,7.68,218.73,0,0,,,
8/1/2020,0,7.6,218.88,0,0,,,
8/2/2020,0,7.94,216.57,0,0,,,
8/3/2020,0,8.99,214.44,0,0,,,
8/4/2020,0,10.86,208.69,0,0,,,
8/5/2020,0,11,214.78,0,0,,,
8/6/2020,0,7.56,217.91,0,0,,,
8/7/2020,0,8.11,213.48,0,0,,,
8/8/2020,0,10.09,216.5,0,0,,,
8/9/2020,0,8.68,233.79,0,0,,,
8/10/2020,0,6.41,236.72,0,0,,,
8/11/2020,0,3.84,233.55,0,0,,,
8/12/2020,0,4.84,228.15,0,0,,,
8/13/2020,0,5.89,225.5,0,0,,,
8/14/2020,0,6.81,226.77,0,0,,,
8/15/2020,0,5.13,222.27,0,0,,,
8/16/2020,0,5.08,219.62,0,0,,,
8/17/2020,0,3.74,221.53,0,0,,,
8/18/2020,0,7.04,216.67,0,0,,,
8/19/2020,0,8.54,213.97,0,0,,,
8/20/2020,0,7.17,213.54,0,0,,,
8/21/2020,0,6.01,216.63,0,0,,,
8/22/2020,0,7.27,215.01,0,0,,,
8/23/2020,0,9.63,216.53,0,0,,,
8/24/2020,0,12.18,220.37,0,0,,,
8/25/2020,0.0549,11.75,220.08,0.061180812,9.70916947,,,
8/26/2020,0.7194,6.97,216.79,0.045935763,9.784457056,,,
8/27/2020,2.0062,6.08,219.72,0.054566047,9.822646309,,,
8/28/2020,3.8734,7.37,217.41,0.086298864,9.805435082,,,
8/29/2020,6.1218,6.37,216.91,0.109578303,9.844515145,,,
8/30/2020,8.8805,11.39,212.7,0.175922411,9.75153994,,,
8/31/2020,12.085,11.79,209.74,0.221433645,9.756172489,,,
9/1/2020,15.5752,8.48,213.21,0.243018594,9.865531504,,,
9/2/2020,19.7044,10.2,215.05,0.302762399,9.867831366,,,
9/3/2020,24.1093,10.73,212.78,0.364146604,9.881826491,,,
9/4/2020,28.988,8.73,219.75,0.420385172,9.991641299,,,
9/5/2020,33.7578,11.64,231.21,0.488225939,10.01066733,,,
9/6/2020,39.4845,8.25,223.49,0.570819018,10.10122644,,,
9/7/2020,46.2687,10.46,219.25,0.667706174,10.08312877,,,
9/8/2020,52.938,9.59,222.79,0.769911674,10.17021092,,,
9/9/2020,59.9218,8.76,221.04,0.881559161,10.24207468,,,
9/10/2020,67.212,5.49,218.03,1.033813738,10.40238307,,,
9/11/2020,75.0682,6.74,219.31,1.153468251,10.42397699,,,
9/12/2020,82.3952,6.33,220,1.292358329,10.50022529,,,
9/13/2020,89.8271,6.03,229.44,1.451771813,10.59619227,,,
9/14/2020,95.6578,7.23,239.32,1.552055706,10.62538273,,,
9/15/2020,105.7416,7.09,240.84,1.754236757,10.71098172,,,
9/16/2020,114.0123,8.1,242.27,1.891989927,10.7405053,,,
9/17/2020,122.9105,6.24,241.65,2.135768866,10.87402162,,,
9/18/2020,136.7338,6.67,232.49,2.387035513,10.93446307,,,
9/19/2020,146.1537,8.15,235.9,2.529653967,10.94802944,,,
9/20/2020,158.769,5.77,236.22,2.941195891,11.14293286,,,
9/21/2020,169.393,6.33,225.89,3.115962749,11.16639819,,,
9/22/2020,181.5993,8.19,221.45,3.250536094,11.14604883,,,
9/23/2020,191.6242,8,220.8,3.489021391,11.21964218,,,
9/24/2020,206.1884,7.9,220.02,3.833247399,11.31694583,,,
9/25/2020,218.3225,5.92,223.26,4.339882654,11.51003495,,,
9/26/2020,230.5716,6.99,225.23,4.541548668,11.53167461,,,
9/27/2020,240.4262,6.16,229.86,4.915141749,11.64833577,,,
9/28/2020,255.9891,8.4,228.54,5.043215811,11.61567268,,,
9/29/2020,266.0935,8.34,232.15,5.326288171,11.68518556,,,
9/30/2020,281.132,10.34,229.24,5.457737639,11.65819319,,,
10/1/2020,299.3328,10.53,226.47,5.86936992,11.73681795,,,
10/2/2020,311.4418,10.56,226.6,6.168564953,11.79695434,,,
10/3/2020,326.6306,9.85,223.71,6.631957369,11.90171111,,,
10/4/2020,345.4742,10.35,220.71,7.024928337,11.95854428,,,
10/5/2020,360.9985,9.86,220.19,7.497940003,12.05274986,,,
10/6/2020,375.6158,9.14,219.21,7.999835531,12.15225538,,,
10/7/2020,389.5458,6.1,221.46,9.013353343,12.37579096,,,
10/8/2020,408.2704,7.71,220.88,9.182134106,12.36345332,,,
10/9/2020,423.0447,6.49,224.27,9.910181846,12.49232447,,,
10/10/2020,440.8048,6.63,225.2,10.38912934,12.54957993,,,
10/11/2020,457.621,7.51,227.04,10.66140125,12.56556256,,,
10/12/2020,474.3694,7.94,225.39,11.01565421,12.59783478,,,
10/13/2020,492.9184,9.1,224.94,11.24497626,12.60123305,,,
10/14/2020,512.4961,10.01,225.72,11.56832148,12.62075106,,,
10/15/2020,531.0837,8.13,222.52,12.53942899,12.75830851,,,
10/16/2020,548.7952,5.13,223.66,13.98900226,12.94826422,,,
10/17/2020,567.188,4.77,224.83,14.66164534,13.00915035,,,
10/18/2020,588.542,6.57,224.89,14.67898957,12.98288259,,,
10/19/2020,608.8758,7.15,225.02,15.072164,13.00530987,,,
10/20/2020,628.8237,8.11,224.95,15.32563548,13.01058262,,,
10/21/2020,642.9886,12.7,238.7,14.51458737,12.8780601,,,
10/22/2020,668.3319,10.95,234.07,15.62049709,12.99480712,,,
10/23/2020,688.1155,5.84,230.62,17.85662384,13.21725276,,,
10/24/2020,710.9194,5.27,230.65,18.73594494,13.27310131,,,
10/25/2020,733.253,5.99,228.64,19.07875922,13.28295406,,,
10/26/2020,756.5544,7.02,231.3,19.35263716,13.28655475,,,
10/27/2020,774.4832,7.99,230.78,19.48010638,13.28271913,,,
10/28/2020,791.9339,7.99,230.35,19.95544684,13.30644017,,,
10/29/2020,818.1047,7.36,235.38,20.9463483,13.35842348,,,
10/30/2020,838.228,6.25,239.07,21.97456364,13.40961245,,,
10/31/2020,853.7261,3.2,234.85,23.74480698,13.48538098,,,
11/1/2020,875.1117,3.66,230.68,24.10757513,13.49157594,,,
11/2/2020,901.6784,4.21,230.49,24.57993026,13.49954232,,,
11/3/2020,911.7811,7.75,236.35,23.33537336,13.44553651,,,
11/4/2020,931.5324,3.06,238.17,25.9439406,13.52657756,,,
11/5/2020,948.3358,8.13,240.2,24.17382825,13.46879193,,,
11/6/2020,965.1673,9.01,239.02,24.24626693,13.46532477,,,
11/7/2020,987.2461,7.55,241.54,25.4371206,13.50311794,,,
11/8/2020,1010.0372,7.67,236.62,25.93677856,13.51204604,,,
11/9/2020,1028.1865,8.17,240.49,26.21225337,13.5152695,,,
11/10/2020,1037.7727,6.24,242.03,27.26862572,13.53428822,,,
11/11/2020,1070.2046,8.98,239.42,26.91301998,13.52345986,,,
11/12/2020,1084.578,12.03,243.34,26.10292185,13.49679896,,,
11/13/2020,1097.1088,11.85,242.58,26.46828228,13.50539791,,,
11/14/2020,1115.4574,9.43,245.56,27.86633118,13.53408245,,,
11/15/2020,1121.8144,10.44,249.98,27.65653897,13.52976519,,,
11/16/2020,1112.3307,12.07,255.27,26.86205272,13.51331621,,,
11/17/2020,1119.8406,8.6,251.49,28.34191838,13.5395371,,,
11/18/2020,1177.2573,8.32,248.35,29.77652432,13.54405227,,,
11/19/2020,1178.067,9.57,248.58,29.29701483,13.54335952,,,
11/20/2020,1186.7998,11.72,251.58,28.69626153,13.53771054,,,
11/21/2020,1227.2072,9.29,248.34,30.52198231,13.54343073,,,
11/22/2020,1245.5815,9.05,246.61,31.0164021,13.54107403,,,
11/23/2020,1266.5356,9.54,243.49,31.26386424,13.54051193,,,
11/24/2020,1267.4346,9.41,245.34,31.34770794,13.53972757,,,
11/25/2020,1277.269,8.67,246.03,31.86811501,13.53407846,,,
11/26/2020,1268.5492,5.81,248.27,32.83235553,13.518289,,,
11/27/2020,1317.7202,5.7,242.86,33.8978554,13.49773051,,,
11/28/2020,1323.131,2.81,245.45,35.22592164,13.44534531,,,
11/29/2020,1334.6117,4.64,243.54,34.69129041,13.47307396,,,
11/30/2020,1335.4147,6.34,245.21,34.01652949,13.49817915,,,
12/1/2020,1338.0902,5.37,249.59,34.48617231,13.48220109,,,
12/2/2020,1346.4526,5.15,249.81,34.74895326,13.4742548,,,
12/3/2020,1341.5028,6.4,250.16,34.14157644,13.49550192,,,
12/4/2020,1359.009,6.03,251.12,34.65578919,13.48159336,,,
12/5/2020,1395.3412,9.38,246.8,34.06290825,13.51089758,,,
12/6/2020,1394.3654,7.46,246.68,34.78579576,13.48651765,,,
12/7/2020,1377.281,11.02,250.92,33.11460536,13.52676583,,,
12/8/2020,1394.5682,9.99,252.19,33.85025188,13.51680032,,,
12/9/2020,1405.9113,8.15,250.32,34.76829833,13.49028328,,,
12/10/2020,1409.4425,7.54,249.51,35.0720168,13.47978571,,,
12/11/2020,1419.0998,6.95,249.75,35.49508384,13.46499922,,,
12/12/2020,1445.3817,7.98,248.94,35.61111929,13.4682687,,,
12/13/2020,1431.872,5.54,248.91,36.29096931,13.43039229,,,
12/14/2020,1403.7255,3.45,251.19,36.57909476,13.402548,,,
12/15/2020,1427.8995,6.23,250.12,35.94984456,13.44661633,,,
12/16/2020,1458.6683,7.63,248.32,36.00047933,13.45488017,,,
12/17/2020,1467.2151,7.71,246.08,36.12417309,13.45187401,,,
12/18/2020,1455.1857,6.3,247.13,36.43779624,13.43136685,,,
12/19/2020,1453.4423,5.37,246.94,36.76280783,13.41230617,,,
12/20/2020,1455.25,6.07,247.99,36.53109574,13.42628263,,,
12/21/2020,1448.9608,4.79,249.11,36.91010091,13.40155388,,,
12/22/2020,1437.4817,3.88,250.09,37.05036884,13.38768962,,,
12/23/2020,1438.964,4.58,251.38,36.80965009,13.40344846,,,
12/24/2020,1440.7024,3.28,251.56,37.34915276,13.36920611,,,
12/25/2020,1445.0689,3.48,251.36,37.35228894,13.37104532,,,
12/26/2020,1441.1317,5.44,249.11,36.50887618,13.4219688,,,
12/27/2020,1427.0146,3.88,249.6,36.8505046,13.39579777,,,
12/28/2020,1440.2852,3.54,250.17,37.23614611,13.37670887,,,
12/29/2020,1439.1066,2.55,248.72,37.59823523,13.35073536,,,
12/30/2020,1439.5375,1.2,247.73,38.13655842,13.30918882,,,
12/31/2020,1435.1079,3.07,246.75,37.31443545,13.36895836,,,
1/1/2021,1396.048,3.23,248.01,36.51001539,13.40348767,,,
1/2/2021,1387.5792,4.29,247.71,35.91712978,13.43359718,,,
1/3/2021,1361.1166,3.71,247.15,35.62501785,13.43898073,,,
1/4/2021,1362.5607,2.81,248.15,36.02554091,13.41805514,,,
1/5/2021,1351.6174,4.14,246.77,35.25628265,13.45368173,,,
1/6/2021,1349.8588,3.07,246.61,35.66133457,13.43296482,,,
1/7/2021,1353.4375,2.94,247.39,35.78873174,13.42754774,,,
1/8/2021,1317.5035,3.99,246.19,34.6173996,13.47097269,,,
1/9/2021,1304.4385,4.75,245.36,34.02316071,13.49006931,,,
1/10/2021,1310.2876,5.1,246.24,34.00387781,13.49226019,,,
1/11/2021,1254.3341,1.99,248.18,34.14760326,13.471313,,,
1/12/2021,1233.4733,1.24,247.82,34.02897305,13.46991843,,,
1/13/2021,1288.4316,3.77,246.03,34.10057271,13.4829556,,,
1/14/2021,1257.1392,7,250.54,32.11380246,13.53253476,,,
1/15/2021,1216.0238,7.23,253.8,31.14324947,13.53682954,,,
1/16/2021,1198.2318,5.58,255.35,31.41655779,13.53670128,,,
1/17/2021,1196.3758,5.22,256.04,31.52703206,13.53456933,,,
1/18/2021,1162.2975,2.31,258.05,32.0047232,13.51855163,,,
1/19/2021,1136.9585,1.5,258.77,31.78592914,13.51911388,,,
1/20/2021,1153.6099,4.2,256.4,30.98851197,13.53787699,,,
1/21/2021,1128.347,1.5,252.84,31.57445336,13.522596,,,
1/22/2021,1108.9513,7.28,250.72,28.61565338,13.54216084,,,
1/23/2021,1141.8711,5.37,250.05,30.19389767,13.54584083,,,
1/24/2021,1128.8366,7.13,248.08,29.13528142,13.54353349,,,
1/25/2021,1116.1796,8.15,248.55,28.41727522,13.54045319,,,
1/26/2021,1080.0936,7.05,249.83,28.01094763,13.53917769,,,
1/27/2021,1058.5086,6.69,250.67,27.63931264,13.53697493,,,
1/28/2021,1053.3175,7.72,249.48,27.07800187,13.52941167,,,
1/29/2021,1028.1117,7.03,248.7,26.73308132,13.52685336,,,
1/30/2021,1006.8072,3.96,247.94,27.52412589,13.53937705,,,
1/31/2021,981.4822,1.3,249.03,28.09908714,13.54811544,,,
2/1/2021,983.7021,4.49,245.49,26.68459466,13.53195955,,,
2/2/2021,946.5165,4.98,245.12,25.50175015,13.51476894,,,
2/3/2021,947.9655,4.86,244.96,25.59153287,13.51663384,,,
2/4/2021,947.7021,4.07,242.4,25.92425001,13.52382499,,,
2/5/2021,912.3796,4.45,241.71,24.81304723,13.50388942,,,
2/6/2021,869.7575,2.06,242.25,24.75731059,13.51216116,,,
2/7/2021,864.9204,3.33,240.3,24.01931669,13.49162275,,,
2/8/2021,843.6041,4.56,238.97,22.85521273,13.45228075,,,
2/9/2021,817.2305,5.68,238.65,21.62560659,13.40084045,,,
2/10/2021,806.2819,4.93,238.87,21.63869765,13.40746682,,,
2/11/2021,804.0531,6.36,237.4,20.96933913,13.36850629,,,
2/12/2021,771.3108,7.09,237.81,19.77969577,13.30829968,,,
2/13/2021,771.2766,7.63,237.58,19.57392608,13.29261742,,,
2/14/2021,731.8736,4.76,238.65,19.58652536,13.3220285,,,
2/15/2021,711.4341,4.52,238.53,19.09324681,13.30047834,,,
2/16/2021,688.8968,5.73,235.63,17.95084128,13.2250311,,,
2/17/2021,672.1396,7.83,235.17,16.71200025,13.11958317,,,
2/18/2021,626.3055,3.92,239.01,16.81991739,13.17856557,,,
2/19/2021,621.0081,1.67,238.92,17.57147293,13.25044301,,,
2/20/2021,611.8626,5.63,233.59,15.72673135,13.07947769,,,
2/21/2021,587.3453,6,238.36,14.91336176,13.01387749,,,
2/22/2021,564.2971,5.64,239.46,14.36564177,12.97583418,,,
2/23/2021,543.4732,4.94,240.06,13.98237686,12.95494081,,,
2/24/2021,516.5121,4.21,240.15,13.41376514,12.91743318,,,
2/25/2021,503.0996,3.51,240.21,13.23633111,12.91293899,,,
2/26/2021,467.4979,5.71,241.13,11.49264595,12.7005545,,,
2/27/2021,466.8966,4.93,242.11,11.69732673,12.73693027,,,
2/28/2021,452.7631,4.35,241.74,11.43712221,12.71956946,,,
3/1/2021,449.6969,4.42,240.98,11.32119923,12.70553155,,,
3/2/2021,420.9451,6.1,241.89,10.04496046,12.52592468,,,
3/3/2021,400.058,7.73,248.53,9.123868487,12.37265498,,,
3/4/2021,377.8453,6.22,246.63,8.793623191,12.35633756,,,
3/5/2021,351.4469,6.37,252.11,8.046064082,12.24687433,,,
3/6/2021,341.9784,7.29,250.53,7.605838264,12.15631418,,,
3/7/2021,331.6267,6.79,244.51,7.370162505,12.12410783,,,
3/8/2021,332.9603,2.28,242.4,8.338691398,12.37659847,,,
3/9/2021,321.8081,6.15,235.43,7.159604801,12.09686281,,,
3/10/2021,297.5861,6.74,238.8,6.41235137,11.95217897,,,
3/11/2021,284.8468,5.4,245.48,6.303589675,11.96889918,,,
3/12/2021,273.2071,5.2,240.9,5.988479973,11.91002464,,,
3/13/2021,256.079,8.64,246.44,5.11514434,11.64819121,,,
3/14/2021,242.0076,6.26,246.1,5.018971022,11.68512812,,,
3/15/2021,234.4756,4.37,241.89,5.038133026,11.73345167,,,
3/16/2021,221.1641,4.43,234.64,4.6392031,11.63520765,,,
3/17/2021,207.8296,4.57,233.37,4.25964962,11.53769592,,,
3/18/2021,198.0998,6.25,235.39,3.845260154,11.38650463,,,
3/19/2021,190.4026,10.43,231.48,3.346623454,11.13009415,,,
3/20/2021,174.0768,11.42,242.38,2.994283355,11.02438804,,,
3/21/2021,161.5971,9.16,237.76,2.817247267,11.01705866,,,
3/22/2021,153.5448,10.66,233.54,2.570965133,10.89154119,,,
3/23/2021,140.5989,8.76,230.39,2.371545577,10.86841585,,,
3/24/2021,128.8776,5.56,233.94,2.274207993,10.92881022,,,
3/25/2021,118.2436,9.66,229.22,1.899239801,10.67410587,,,
3/26/2021,113.6239,7.49,232.9,1.880133536,10.73251529,,,
3/27/2021,104.2903,6.18,230.69,1.731134848,10.70706829,,,
3/28/2021,91.1236,7.77,230.95,1.440217155,10.54742956,,,
3/29/2021,84.1612,7.6,229.71,1.314900275,10.49596063,,,
3/30/2021,75.7723,7.88,238.6,1.174585012,10.44936829,,,
3/31/2021,69.0712,5.38,230.49,1.082225337,10.45328722,,,
4/1/2021,63.0636,9.58,223.39,0.928150384,10.25077987,,,
4/2/2021,54.6085,11.15,226.88,0.792493085,10.15875541,,,
4/3/2021,47.5706,9.16,228.24,0.691718308,10.15907047,,,
4/4/2021,43.2355,7.74,225.89,0.628931281,10.15310606,,,
4/5/2021,36.3695,5.78,226.72,0.530342007,10.15135845,,,
4/6/2021,31.8875,7.82,224.27,0.46015153,10.05250761,,,
4/7/2021,26.3244,6.44,227.08,0.379921954,10.04816964,,,
4/8/2021,20.5887,6.33,225.9,0.298449929,9.997837175,,,
4/9/2021,18.2636,9.24,223.65,0.274344176,9.908233293,,,
4/10/2021,13.2622,5.82,225.01,0.196919147,9.942895347,,,
4/11/2021,9.0005,7.87,231.09,0.14357628,9.884125751,,,
4/12/2021,7.162,8.42,236.3,0.117958362,9.877705002,,,
4/13/2021,4.9059,8.12,231.26,0.09140732,9.846374649,,,
4/14/2021,2.7071,9.44,234.98,0.06497819,9.821974941,,,
4/15/2021,1.3473,8.62,236.71,0.04351406,9.828498385,,,
4/16/2021,0.3157,10.08,226.6,0.046795003,9.761979835,,,
4/17/2021,0,7.47,223.63,0,0,,,
4/18/2021,0,3.44,223.29,0,0,,,
4/19/2021,0,5.04,222.38,0,0,,,
4/20/2021,0,7.81,224.56,0,0,,,
4/21/2021,0,6.29,229.63,0,0,,,
4/22/2021,0,6.62,225.57,0,0,,,
4/23/2021,0,9.15,227.15,0,0,,,
4/24/2021,0,10.2,226.6,0,0,,,
4/25/2021,0,11.8,229.99,0,0,,,
4/26/2021,0,10.86,231.86,0,0,,,
4/27/2021,0,8.9,222.24,0,0,,,
4/28/2021,0,6.63,222.8,0,0,,,
4/29/2021,0,6.34,227.49,0,0,,,
4/30/2021,0,6.23,227.83,0,0,,,
5/1/2021,0,10.47,229.12,0,0,,,
5/2/2021,0,8.8,234.3,0,0,,,
5/3/2021,0,4.48,231.18,0,0,,,
5/4/2021,0,3.95,228.53,0,0,,,
5/5/2021,0,3.37,223.01,0,0,,,
5/6/2021,0,7.47,221.36,0,0,,,
5/7/2021,0,10.56,221.63,0,0,,,
5/8/2021,0,12.08,214.98,0,0,,,
5/9/2021,0,9.65,212.33,0,0,,,
5/10/2021,0,10.11,219.84,0,0,,,
5/11/2021,0,9.96,233.1,0,0,,,
5/12/2021,0,7.73,239.38,0,0,,,
5/13/2021,0,7.03,234.18,0,0,,,
5/14/2021,0,7.44,240,0,0,,,
5/15/2021,0,5.22,238.96,0,0,,,
5/16/2021,0,3.2,229.72,0,0,,,
5/17/2021,0,5.12,221.16,0,0,,,
5/18/2021,0,10.22,215.05,0,0,,,
5/19/2021,0,11.06,214.98,0,0,,,
5/20/2021,0,12.42,219.71,0,0,,,
5/21/2021,0,11.08,221.68,0,0,,,
5/22/2021,0,10.79,222.09,0,0,,,
5/23/2021,0,8.14,221.19,0,0,,,
5/24/2021,0,6.37,221.73,0,0,,,
5/25/2021,0,8.52,224.9,0,0,,,
5/26/2021,0,6.68,231.98,0,0,,,
5/27/2021,0,5.08,229.83,0,0,,,
5/28/2021,0,5.87,235.41,0,0,,,
5/29/2021,0,2.16,221.8,0,0,,,
5/30/2021,0,8.11,218.33,0,0,,,
5/31/2021,0,8.27,222.57,0,0,,,
6/1/2021,0,5.8,223.08,0,0,,,
6/2/2021,0,7.26,226.47,0,0,,,
6/3/2021,0,8.9,226.44,0,0,,,
6/4/2021,0,8.38,225.07,0,0,,,
6/5/2021,0,6.93,221.89,0,0,,,
6/6/2021,0,7.43,220.7,0,0,,,
6/7/2021,0,8.92,218.52,0,0,,,
6/8/2021,0,7.46,218,0,0,,,
6/9/2021,0,5,218.47,0,0,,,
6/10/2021,0,4.65,219.02,0,0,,,
6/11/2021,0,5.48,216.6,0,0,,,
6/12/2021,0,6.14,213.69,0,0,,,
6/13/2021,0,6.84,213.9,0,0,,,
6/14/2021,0,8.04,214.46,0,0,,,
6/15/2021,0,9.55,214.71,0,0,,,
6/16/2021,0,10.13,214.55,0,0,,,
6/17/2021,0,9.87,214.59,0,0,,,
6/18/2021,0,12.26,214.26,0,0,,,
6/19/2021,0,12.68,228.79,0,0,,,
6/20/2021,0,11.5,223.25,0,0,,,
6/21/2021,0,8.61,224.3,0,0,,,
6/22/2021,0,9.88,215.62,0,0,,,
6/23/2021,0,12.07,214.69,0,0,,,
6/24/2021,0,10.44,219.28,0,0,,,
6/25/2021,0,11.11,234.35,0,0,,,
6/26/2021,0,9.16,234.73,0,0,,,
6/27/2021,0,10.91,228.88,0,0,,,
6/28/2021,0,11.12,229.13,0,0,,,
6/29/2021,0,4.69,237.14,0,0,,,
6/30/2021,0,4.27,228.61,0,0,,,
7/1/2021,0,0.38,226,0,0,,,
7/2/2021,0,6.69,222.07,0,0,,,
7/3/2021,0,8.77,223.79,0,0,,,
7/4/2021,0,7.07,218.7,0,0,,,
7/5/2021,0,3.84,225.85,0,0,,,
7/6/2021,0,5.97,221.04,0,0,,,
7/7/2021,0,8.32,219.18,0,0,,,
7/8/2021,0,7.75,220.76,0,0,,,
7/9/2021,0,9.43,216.96,0,0,,,
7/10/2021,0,10.13,213.25,0,0,,,
7/11/2021,0,11.69,211,0,0,,,
7/12/2021,0,8.45,213.34,0,0,,,
7/13/2021,0,9.35,214.71,0,0,,,
7/14/2021,0,9.66,211.34,0,0,,,
7/15/2021,0,9.46,212.59,0,0,,,
7/16/2021,0,11.94,220.91,0,0,,,
7/17/2021,0,11.5,220.3,0,0,,,
7/18/2021,0,10.37,221.78,0,0,,,
7/19/2021,0,7.76,218.61,0,0,,,
7/20/2021,0,8.2,215.62,0,0,,,
7/21/2021,0,7.66,214.03,0,0,,,
7/22/2021,0,8.8,230.61,0,0,,,
7/23/2021,0,9.48,239.72,0,0,,,
7/24/2021,0,7.87,236.1,0,0,,,
7/25/2021,0,6.97,238.44,0,0,,,
7/26/2021,0,2.84,232.32,0,0,,,
7/27/2021,0,7.75,223.71,0,0,,,
7/28/2021,0,10.78,218.33,0,0,,,
7/29/2021,0,12.59,214.17,0,0,,,
7/30/2021,0,10.51,217.67,0,0,,,
7/31/2021,0,6.54,218.86,0,0,,,
8/1/2021,0,5.68,217.82,0,0,,,
8/2/2021,0,5.48,216.32,0,0,,,
8/3/2021,0,5.94,214.99,0,0,,,
8/4/2021,0,4.21,220.84,0,0,,,
8/5/2021,0,6.1,220.91,0,0,,,
8/6/2021,0,5.8,215.6,0,0,,,
8/7/2021,0,5.73,215.4,0,0,,,
8/8/2021,0,6.17,213.05,0,0,,,
8/9/2021,0,7.92,213.68,0,0,,,
8/10/2021,0,5.19,218.64,0,0,,,
8/11/2021,0,6.81,217.4,0,0,,,
8/12/2021,0,8.81,222.95,0,0,,,
8/13/2021,0,10.57,235.53,0,0,,,
8/14/2021,0,10.35,231.39,0,0,,,
8/15/2021,0,11.09,225.35,0,0,,,
8/16/2021,0,12.98,225.77,0,0,,,
8/17/2021,0,12.16,225.29,0,0,,,
8/18/2021,0,7.27,220.4,0,0,,,
8/19/2021,0,10.33,216.41,0,0,,,
