Inputs,,,,Outputs,,,,
Date,G,v,T_a,P_PV_TE,N_PV_TE,,,
dd/mm/yy,W/m2,m/s,K,W,%,,,
6/13/2021,525.0723,3.41,287.5,14.15617439,13.00188006,,,
6/14/2021,526.609,2.32,286.86,14.55150011,13.04691681,,,
6/15/2021,523.1345,2,286.28,14.54796815,13.05069675,,,
6/16/2021,529.0017,1.87,286.19,14.77671874,13.06970162,,,
6/17/2021,515.5629,2.05,286.93,14.29649898,13.03073902,,,
6/18/2021,520.7107,3.2,286.96,14.08592259,12.9989336,,,
6/19/2021,485.585,1.68,285.72,13.47180423,12.96895339,,,
6/20/2021,491.2454,1.83,285.34,13.60034721,12.97754445,,,
6/21/2021,519.8414,1.33,284.01,14.66708272,13.06811329,,,
6/22/2021,534.3987,2.13,284,14.84835963,13.07142859,,,
6/23/2021,540.3905,2.73,284.86,14.83433358,13.06278803,,,
6/24/2021,523.2405,2.92,285.52,14.2456071,13.01507919,,,
6/25/2021,533.8738,3.62,286.75,14.35481221,13.01470468,,,
6/26/2021,540.5201,4.12,285.91,14.39616421,13.01120556,,,
6/27/2021,554.8098,1.22,286.07,15.82832852,13.15273583,,,
6/28/2021,538.8242,3.49,286.3,14.544216,13.03108836,,,
6/29/2021,534.6381,2.8,287.66,14.64523758,13.04802421,,,
6/30/2021,539.0204,3.69,287.39,14.49225188,13.02467499,,,
7/1/2021,541.2915,4.32,285.58,14.35620554,13.00533637,,,
7/2/2021,567.1568,1.57,285.86,16.08807304,13.16586444,,,
7/3/2021,561.8688,3.12,286.4,15.37401697,13.09802608,,,
7/4/2021,543.613,2.99,286.8,14.85578301,13.06140009,,,
7/5/2021,531.3091,1.83,285.84,14.86220916,13.07657711,,,
7/6/2021,541.0513,3.39,284.31,14.63467365,13.03897329,,,
7/7/2021,527.3448,0.45,285.46,15.23297218,13.12090752,,,
7/8/2021,539.4868,2.06,284.75,15.03576395,13.08639277,,,
7/9/2021,546.8585,1.89,285.88,15.33246604,13.11024908,,,
7/10/2021,543.915,1.35,285.52,15.4325677,13.12394139,,,
7/11/2021,551.0577,0.6,286.45,15.94279317,13.16761631,,,
7/12/2021,554.232,3.72,284.47,14.9300498,13.05719679,,,
7/13/2021,575.9101,5.75,279.71,14.9117455,13.02834643,,,
7/14/2021,586.0104,1.87,279.33,16.54283566,13.19090321,,,
7/15/2021,556.7397,1.38,281.75,15.81584788,13.14954218,,,
7/16/2021,549.1915,0.5,283.28,15.91265418,13.16653758,,,
7/17/2021,533.9718,3.26,282.18,14.45032797,13.02601458,,,
7/18/2021,617.1166,4.03,281.54,16.71637199,13.17758402,,,
7/19/2021,596.5425,0.65,282.16,17.35666234,13.25266617,,,
7/20/2021,589.8336,1.94,282.68,16.64783528,13.19704518,,,
7/21/2021,576.6545,4.82,282.78,15.24171398,13.06605696,,,
7/22/2021,627.2449,6.21,277.19,16.25240899,13.11994482,,,
7/23/2021,617.5274,2.56,278.44,17.25105929,13.22619669,,,
7/24/2021,581.9976,4.09,278.03,15.61758519,13.10185381,,,
7/25/2021,600.5773,2.75,279.49,16.66555792,13.18864284,,,
7/26/2021,610.2684,1.73,280.76,17.35478668,13.24126291,,,
7/27/2021,626.3688,1.22,282.33,18.05913645,13.28497807,,,
7/28/2021,632.8773,1.72,283.24,18.06387488,13.28047625,,,
7/29/2021,617.9901,4.34,284.42,16.64976793,13.17027245,,,
7/30/2021,609.4957,2.2,284.94,17.16688259,13.22584564,,,
7/31/2021,612.5648,0.49,286.24,17.93519533,13.28578051,,,
8/1/2021,619.3255,2.7,286.41,17.28719341,13.22778757,,,
8/2/2021,631.1202,2.56,286.45,17.69885196,13.25273569,,,
8/3/2021,603.5138,2.55,285.08,16.85315039,13.20324395,,,
8/4/2021,614.2397,0.48,287.49,17.99494376,13.28905173,,,
8/5/2021,609.5678,1.43,287.95,17.47419557,13.2517686,,,
8/6/2021,632.2351,3.06,288.24,17.55420213,13.23970065,,,
8/7/2021,652.7378,2.38,288.08,18.42945247,13.29355987,,,
8/8/2021,632.9474,1.83,287.14,18.03695248,13.27834491,,,
8/9/2021,635.9439,4.05,289.04,17.3124316,13.21535586,,,
8/10/2021,627.9178,3.61,285.44,17.21044854,13.2134157,,,
8/11/2021,644.4504,3.57,285.76,17.72260735,13.24369764,,,
8/12/2021,617.0029,4.28,287.97,16.66026465,13.17227363,,,
8/13/2021,610.9622,6.71,285.81,15.67945147,13.07518038,,,
8/14/2021,648.9291,6.78,283.54,16.73939476,13.14766824,,,
8/15/2021,646.4064,2.77,285.35,18.07768105,13.27119647,,,
8/16/2021,651.8359,2.06,286.56,18.52056049,13.30097286,,,
8/17/2021,661.2492,2.63,287.44,18.5868595,13.29912786,,,
8/18/2021,679.4062,4.02,289.13,18.61159563,13.28765757,,,
8/19/2021,726.7394,3.57,287.76,20.15973841,13.36367196,,,
8/20/2021,726.2487,2.05,289.19,20.77258861,13.40074205,,,
8/21/2021,681.786,3.95,289.26,18.7080389,13.29324513,,,
8/22/2021,643.358,3.81,291.17,17.63020159,13.23675392,,,
8/23/2021,656.7899,4.55,290.06,17.75989888,13.23641663,,,
8/24/2021,651.3194,2.39,290.52,18.39267124,13.29183532,,,
8/25/2021,637.8639,0.73,292.53,18.64214879,13.31930029,,,
8/26/2021,677.8039,5.18,292.03,18.16585432,13.25318592,,,
8/27/2021,677.6608,4.69,292.54,18.33694686,13.26736494,,,
8/28/2021,696.7291,6.43,284.29,18.23072038,13.24275984,,,
8/29/2021,776.6161,1.37,283.13,22.5474447,13.46539846,,,
8/30/2021,758.6104,2.69,286.02,21.44919736,13.42132462,,,
8/31/2021,791.5375,3.91,289.32,21.91198464,13.42958169,,,
9/1/2021,814.2635,2.8,290.75,23.03758346,13.47169033,,,
9/2/2021,782.1685,3.45,290.4,21.83715958,13.4301668,,,
9/3/2021,770.3042,3,292.38,21.68895297,13.42817813,,,
9/4/2021,774.3803,2.57,292.94,21.99148991,13.44134306,,,
9/5/2021,709.9344,2.82,293.04,19.98599235,13.36275719,,,
9/6/2021,726.2744,4.41,293.55,19.85454286,13.34419368,,,
9/7/2021,732.7983,4.16,291.82,20.12794599,13.3579986,,,
9/8/2021,746.7994,2.47,288.86,21.20570154,13.41416273,,,
9/9/2021,787.9525,3.15,289.92,22.1275422,13.44191965,,,
9/10/2021,790.8091,3.62,289.86,22.01335511,13.43504326,,,
9/11/2021,854.4902,2.71,289.12,24.20721774,13.50070593,,,
9/12/2021,880.2876,1.74,291.03,25.34943212,13.52320638,,,
9/13/2021,871.2205,1.26,292.5,25.31991709,13.52397025,,,
9/14/2021,868.8145,2.89,292.58,24.54026,13.50683131,,,
9/15/2021,835.8706,3.99,294.56,23.16524451,13.46898488,,,
9/16/2021,808.5456,2.03,292.92,23.21720631,13.4806861,,,
9/17/2021,867.8234,3.24,290.41,24.35367811,13.50167638,,,
9/18/2021,849.4384,4.68,288.71,23.22883748,13.46652793,,,
9/19/2021,842.8099,3.93,289.8,23.36117556,13.47444006,,,
9/20/2021,771.1105,3.65,293.15,21.44809168,13.41507422,,,
9/21/2021,904.1077,3.33,292.36,25.30950467,13.51853079,,,
9/22/2021,868.7117,3.73,290.29,24.16892931,13.4955964,,,
9/23/2021,896.0106,2.04,290.3,25.64182338,13.52626486,,,
9/24/2021,871.658,1.45,294.48,25.25276981,13.52266544,,,
9/25/2021,881.547,1.13,295.54,25.67122825,13.52854398,,,
9/26/2021,883.6238,1.85,296.9,25.41139578,13.52389017,,,
9/27/2021,885.5874,2.89,295.18,25.00874983,13.51516123,,,
9/28/2021,840.9908,0.88,297.6,24.66444151,13.51555456,,,
9/29/2021,848.1478,4.63,296.34,23.25533663,13.46814216,,,
9/30/2021,823.1022,7.15,292.29,21.55723864,13.39361158,,,
10/1/2021,738.9203,4.7,290.75,20.09411639,13.35204012,,,
10/2/2021,781.9087,2.22,290.07,22.3502191,13.45480899,,,
10/3/2021,958.3953,1.66,290.45,27.45456324,13.54652297,,,
10/4/2021,950.3792,3.17,289.78,26.59281139,13.53422174,,,
10/5/2021,939.9518,2.4,291.4,26.66148389,13.53583452,,,
10/6/2021,884.3525,2.72,293.65,25.041676,13.51614625,,,
10/7/2021,887.6232,5.84,293.2,23.83470315,13.47735306,,,
10/8/2021,897.4614,2.3,292.92,25.57594196,13.52491098,,,
10/9/2021,984.4133,3.16,294.17,27.49726191,13.54022699,,,
10/10/2021,970.2349,5.05,291.32,26.32548103,13.52803617,,,
10/11/2021,1029.8666,3.27,288.84,28.56382804,13.54824014,,,
10/12/2021,1018.3617,2.24,292.54,28.72967624,13.5479789,,,
10/13/2021,1032.45,1.99,295.03,29.1924986,13.54653797,,,
10/14/2021,1042.1765,2.25,296.95,29.32631872,13.54620391,,,
10/15/2021,1024.7732,2.58,296.23,28.75651423,13.54804554,,,
10/16/2021,963.5867,2.31,295.89,27.33723407,13.5399537,,,
10/17/2021,1010.648,3.33,293.06,28.0877108,13.5419518,,,
10/18/2021,992.5932,3.76,290.31,27.43223552,13.53950513,,,
10/19/2021,963.2289,4.04,288.86,26.55170338,13.53242795,,,
10/20/2021,1024.5033,2.56,290.03,28.73681771,13.54807782,,,
10/21/2021,1032.0894,2.68,293.02,28.88359599,13.54789097,,,
10/22/2021,1011.3514,3.75,291.68,27.91867276,13.54153056,,,
10/23/2021,1057.4719,3.59,295.46,29.13279221,13.54779447,,,
10/24/2021,1062.5847,2.53,294.25,29.69440308,13.54465325,,,
10/25/2021,1003.266,5.92,292.02,26.81867835,13.53183525,,,
10/26/2021,992.5278,3.22,292.9,27.67400371,13.54088936,,,
10/27/2021,1007.6711,4.39,293.15,27.5615164,13.53975924,,,
10/28/2021,982.7991,3.58,291.42,27.26345143,13.53871123,,,
10/29/2021,1026.9818,2.24,293.98,28.94783511,13.5475291,,,
10/30/2021,1085.0425,3.58,293.88,29.79371552,13.54536891,,,
10/31/2021,1086.8663,0.64,293.6,31.07540667,13.5265047,,,
11/1/2021,1081.3151,2.4,295.92,30.20277983,13.54079369,,,
11/2/2021,1096.36,3.39,296.37,30.15012602,13.54286873,,,
11/3/2021,1106.4889,0.83,296.22,31.45822205,13.52133002,,,
11/4/2021,1071.7,2.79,297.3,29.81508288,13.54423447,,,
11/5/2021,1050.4419,3.58,297.07,28.97245992,13.54806324,,,
11/6/2021,1053.1314,4.33,298.84,28.74685681,13.54262804,,,
11/7/2021,1048.4349,3.02,297.81,29.15873692,13.54741018,,,
11/8/2021,970.4333,3.34,293.09,27.05493805,13.5376406,,,
11/9/2021,1130.9846,1.46,293.78,31.75042115,13.51886327,,,
11/10/2021,1039.6798,2.29,294.72,29.24109658,13.54660945,,,
11/11/2021,1083.6164,2.13,297.27,30.3747425,13.53869799,,,
11/12/2021,1058.2833,2.6,297.36,29.57170375,13.54538792,,,
11/13/2021,1099.6582,1.51,298.6,31.0163332,13.52982933,,,
11/14/2021,1094.9539,1.78,299.09,30.79402895,13.53334128,,,
11/15/2021,1078.9381,2.88,298.35,29.95445265,13.54344415,,,
11/16/2021,1095.8582,2.65,299.83,30.45566076,13.5389542,,,
11/17/2021,1086.5682,5.21,299.78,29.20175419,13.54266162,,,
11/18/2021,1098.8872,2.76,298.7,30.47762729,13.5389878,,,
11/19/2021,1107.783,3.31,296.52,30.45218543,13.54032661,,,
11/20/2021,1097.6794,4.38,294.52,29.76933049,13.54630423,,,
11/21/2021,1107.9448,5.88,289.67,29.38760175,13.54288972,,,
11/22/2021,1111.5565,4,292.44,30.24217535,13.54320099,,,
11/23/2021,1163.8686,3.97,293.81,31.46420811,13.53098516,,,
11/24/2021,1137.9132,0.63,294.55,32.26415559,13.50639299,,,
11/25/2021,1121.3904,4.87,291.12,30.11365426,13.5451746,,,
11/26/2021,1118.6495,5.87,291.15,29.65399796,13.54220521,,,
11/27/2021,1115.1894,4.88,291.54,29.96636763,13.54592943,,,
11/28/2021,1123.4246,3.86,293.57,30.58083443,13.54028537,,,
11/29/2021,1123.8492,1.37,296.59,31.63145266,13.52042523,,,
11/30/2021,1124.9402,2,297.97,31.39629486,13.52605366,,,
12/1/2021,1117.287,2.99,297.76,30.80958679,13.53614623,,,
12/2/2021,1115.358,0.77,296.05,31.68909581,13.51734974,,,
12/3/2021,1102.7236,1.42,298.44,31.12543165,13.52810038,,,
12/4/2021,1093.9037,3.99,297.11,29.84955739,13.5455019,,,
12/5/2021,1091.1929,3.7,294.48,29.89299358,13.54496365,,,
12/6/2021,1105.9786,3.03,294.9,30.51925772,13.53920445,,,
12/7/2021,1130.3049,2.42,296.12,31.33985219,13.5281613,,,
12/8/2021,1130.6544,2.31,293.47,31.38542245,13.52725453,,,
12/9/2021,1130.6171,1.55,295.49,31.70837873,13.51983355,,,
12/10/2021,1120.3787,1.42,296.04,31.52898543,13.52222741,,,
12/11/2021,1117.5239,0.45,296.43,31.87706665,13.51286125,,,
12/12/2021,1105.6487,2.18,293.26,30.85975606,13.53368692,,,
12/13/2021,1114.2988,1.84,291.39,31.19876488,13.52847023,,,
12/14/2021,1141.5217,1.36,295.31,32.03732148,13.51353454,,,
12/15/2021,1142.7643,3.35,295.16,31.24034908,13.53209737,,,
12/16/2021,1149.245,1.75,292.63,32.04194297,13.51500189,,,
12/17/2021,1126.5933,5.52,291.29,29.98712102,13.54046298,,,
12/18/2021,1133.7196,2.41,289.59,31.40230763,13.52740502,,,
12/19/2021,1151.1172,2.15,289.77,31.90878075,13.51880724,,,
12/20/2021,1142.4492,1.4,292.3,32.03419343,13.51380944,,,
12/21/2021,1125.875,1.62,293.75,31.56541141,13.52237916,,,
12/22/2021,1123.9688,2.55,294.51,31.13484268,13.53127502,,,
12/23/2021,1140.7969,2.63,294.32,31.48787913,13.52676391,,,
12/24/2021,1174.4872,1.8,295.07,32.59662847,13.50480031,,,
12/25/2021,1150.0059,3.11,294.82,31.50237838,13.52799623,,,
12/26/2021,1139.4965,3.81,294.02,30.9741883,13.53634437,,,
12/27/2021,1120.665,3.77,292.07,30.54741804,13.54043443,,,
12/28/2021,1170.0365,2.83,294.43,32.06868584,13.51847036,,,
12/29/2021,1156.1091,1.42,295.82,32.34442487,13.5080957,,,
12/30/2021,1143.6836,3.16,295.2,31.33905705,13.53032276,,,
12/31/2021,1152.4058,3.89,296.11,31.24531762,13.53342028,,,
