Inputs,,,,Outputs,,,,
Date,G,v,T_a,P_PV_TE,N_PV_TE,,,
dd/mm/yy,W/m2,m/s,K,W,%,,,
11/22/2020,983.9214,0.75,301.03,28.53363112,13.5476786,,,
11/23/2020,976.4259,0.7,300.89,28.36488588,13.54795393,,,
11/24/2020,983.2104,1,301.52,28.40813798,13.54799437,,,
11/25/2020,1004.064,0.86,301.88,28.99414412,13.54628635,,,
11/26/2020,1002.9194,0.77,301.39,29.00338684,13.54616255,,,
11/27/2020,1002.7825,0.81,301.65,28.98324778,13.54628649,,,
11/28/2020,990.1446,0.88,302.9,28.6388885,13.54749881,,,
11/29/2020,996.6308,0.81,302.81,28.83207528,13.54686809,,,
11/30/2020,984.3839,0.71,302.64,28.56657161,13.54757999,,,
12/1/2020,1006.5172,0.68,303.65,29.13731088,13.54541908,,,
12/2/2020,971.5117,0.78,303.67,28.21142987,13.54812096,,,
12/3/2020,956.281,0.77,303.77,27.82497781,13.5479878,,,
12/4/2020,913.598,0.65,302.37,26.75576465,13.5440447,,,
12/5/2020,935.3068,0.36,302.81,27.45725008,13.54741333,,,
12/6/2020,935.3188,0.62,301.74,27.3406256,13.5469075,,,
12/7/2020,918.3289,0.22,301.6,27.06951076,13.54615045,,,
12/8/2020,937.2288,0.37,299.41,27.4956453,13.54749758,,,
12/9/2020,968.3291,0.25,297.98,28.34997574,13.54780874,,,
12/10/2020,958.9712,0.64,297.9,27.93725552,13.54810647,,,
12/11/2020,975.7772,0.43,298.23,28.4608885,13.54767876,,,
12/12/2020,971.3516,0.68,298.78,28.23932542,13.5480862,,,
12/13/2020,978.6846,0.64,300.47,28.44756248,13.5477988,,,
12/14/2020,1020.2288,0.26,301.58,29.6542188,13.54141684,,,
12/15/2020,986.7116,0.22,302.21,28.83842201,13.54633735,,,
12/16/2020,964.2168,0.5,302.96,28.14522714,13.5481105,,,
12/17/2020,982.0003,0.64,301.1,28.53313509,13.5476231,,,
12/18/2020,960.4621,0.38,299.33,28.09356674,13.5481175,,,
12/19/2020,982.3389,0.52,300.96,28.59386293,13.54740629,,,
12/20/2020,962.5333,0.51,301.46,28.09424249,13.54813299,,,
12/21/2020,972.5081,0.29,298.39,28.43978481,13.54765242,,,
12/22/2020,976.6691,0.33,298.88,28.52903787,13.54746514,,,
12/23/2020,984.5219,0.67,298.68,28.57827708,13.54754025,,,
12/24/2020,964.9861,0.37,298.55,28.21247953,13.54803561,,,
12/25/2020,960.6208,0.35,298.39,28.10890683,13.54810668,,,
12/26/2020,983.209,0.7,298.03,28.53039357,13.5476674,,,
12/27/2020,983.5017,0.56,298.4,28.60006881,13.54742139,,,
12/28/2020,967.6209,0.6,299.31,28.18028759,13.54811027,,,
12/29/2020,991.0557,0.05,298.95,29.01619986,13.54534371,,,
12/30/2020,1006.0168,0.46,300.15,29.21263327,13.54476684,,,
12/31/2020,994.6202,0.39,300.03,28.95829554,13.54599131,,,
1/1/2021,987.356,0.24,300.65,28.84274257,13.5463442,,,
1/2/2021,968.351,0.12,300.42,28.41295064,13.54761857,,,
1/3/2021,964.2916,0.76,298.41,28.02251949,13.54814229,,,
1/4/2021,980.0336,0.41,297.83,28.57696626,13.54739175,,,
1/5/2021,982.8034,0.82,298.4,28.46845497,13.54784259,,,
1/6/2021,964.1658,0.24,300.29,28.25253549,13.54794981,,,
1/7/2021,1001.9411,0.57,300.7,29.06430993,13.54567809,,,
1/8/2021,993.26,0.33,300.91,28.95228141,13.54595345,,,
1/9/2021,975.7581,0.27,301.29,28.53730285,13.5474016,,,
1/10/2021,981.0883,0.33,300.94,28.64545289,13.54713191,,,
1/11/2021,948.1056,0.46,300.36,27.74127737,13.54794039,,,
1/12/2021,971.981,0.37,299.58,28.39352302,13.54778036,,,
1/13/2021,980.2104,0.4,300.45,28.59143108,13.54733905,,,
1/14/2021,984.1585,0.56,301.06,28.62263736,13.54735313,,,
1/15/2021,962.8978,0.61,299.49,28.05517388,13.5481461,,,
1/16/2021,943.993,0.28,298.3,27.7096548,13.54793522,,,
1/17/2021,937.8548,0.35,298.39,27.51867041,13.54755932,,,
1/18/2021,960.984,0.25,298.4,28.16256398,13.54805097,,,
1/19/2021,977.6074,0.48,297.85,28.48456481,13.5476545,,,
1/20/2021,975.8253,0.11,299.01,28.60506051,13.54710541,,,
1/21/2021,979.3979,0.58,299.36,28.48942519,13.54769117,,,
1/22/2021,977.2994,0.69,299.3,28.3877485,13.54792016,,,
1/23/2021,987.9064,0.78,299.47,28.61757187,13.54750428,,,
1/24/2021,1004.2434,0.76,299.71,29.03682408,13.54601177,,,
1/25/2021,967.7152,0.48,299.27,28.23540762,13.54804141,,,
1/26/2021,978.512,0.34,299.77,28.57329181,13.54735253,,,
1/27/2021,981.1042,0.39,298.82,28.61501392,13.54727047,,,
1/28/2021,979.7449,0.27,298.66,28.63312754,13.54713407,,,
1/29/2021,976.0092,0.62,299.38,28.38579271,13.5478969,,,
1/30/2021,969.3657,0.76,299.59,28.15540565,13.54814463,,,
1/31/2021,978.7515,0.51,300.37,28.50597487,13.54761733,,,
2/1/2021,965.0351,0.77,302.05,28.04604315,13.54814995,,,
2/2/2021,1005.7721,0.81,302.38,29.05956357,13.54594488,,,
2/3/2021,961.7534,0.71,301.91,27.98762087,13.54813171,,,
2/4/2021,977.0286,0.36,300.8,28.52899707,13.54747822,,,
2/5/2021,947.0788,0.56,300.77,27.67148258,13.54780255,,,
2/6/2021,968.777,0.87,300.8,28.09522321,13.54815922,,,
2/7/2021,990.6661,0.9,299.23,28.63430016,13.54753223,,,
2/8/2021,970.809,0.7,298.25,28.21543939,13.54810771,,,
2/9/2021,992.0087,0.56,298.44,28.81479033,13.54674461,,,
2/10/2021,994.7692,0.35,297.13,28.9735806,13.54589266,,,
2/11/2021,987.4711,0.63,297.43,28.66749462,13.54728287,,,
2/12/2021,986.607,0.5,298.21,28.70449874,13.54707723,,,
2/13/2021,956.529,0.42,297.8,27.97126182,13.54812916,,,
2/14/2021,964.5792,0.44,297.79,28.16946984,13.54808785,,,
2/15/2021,967.3753,0.49,297.22,28.21778106,13.54806192,,,
2/16/2021,983.4076,0.46,297.28,28.63922312,13.54725161,,,
2/17/2021,966.6223,0.18,297.86,28.33711948,13.54780134,,,
2/18/2021,966.0068,0.29,296.73,28.27026137,13.54794779,,,
2/19/2021,967.7695,0.74,296.8,28.11666494,13.54815159,,,
2/20/2021,987.0866,0.8,297.48,28.58338924,13.54760288,,,
2/21/2021,990.0558,0.6,297.11,28.74512929,13.54702331,,,
2/22/2021,972.3751,0.62,297.73,28.2894018,13.54802573,,,
2/23/2021,968.0836,0.56,298.07,28.20691691,13.5480857,,,
2/24/2021,950.3709,0.7,297.74,27.68812281,13.54778093,,,
2/25/2021,973.7153,0.61,297.3,28.32701028,13.54797919,,,
2/26/2021,968.0521,0.56,297.9,28.20572779,13.54808671,,,
2/27/2021,971.1412,0.73,297.44,28.20883902,13.54811774,,,
2/28/2021,955.9906,0.36,296.47,27.98112899,13.54812979,,,
3/1/2021,971.1101,0.67,296.05,28.2312146,13.54809245,,,
3/2/2021,971.4313,0.25,296.16,28.42551399,13.5476668,,,
3/3/2021,964.5758,0.4,296.94,28.18525155,13.54806825,,,
3/4/2021,955.317,0.16,297.14,28.05409089,13.54810245,,,
3/5/2021,949.3977,0.55,298.07,27.72988059,13.54789811,,,
3/6/2021,960.7437,0.41,297.62,28.08386162,13.54812533,,,
3/7/2021,938.9178,0.26,297.96,27.58554894,13.54773624,,,
3/8/2021,932.3708,0.08,297.36,27.49334781,13.54761144,,,
3/9/2021,934.6231,0.53,297.67,27.35261018,13.54699131,,,
3/10/2021,929.9934,0.19,297.44,27.38191822,13.54727963,,,
3/11/2021,921.2171,0.23,297.24,27.13229929,13.54638902,,,
3/12/2021,929.333,0.33,297.25,27.30169812,13.54694769,,,
3/13/2021,924.8344,0.32,296.42,27.18589352,13.5465303,,,
3/14/2021,921.017,0.19,297.27,27.14495369,13.54647125,,,
3/15/2021,932.9338,0.6,297.5,27.27689674,13.54667549,,,
3/16/2021,935.7224,0.34,297.9,27.4662808,13.54743364,,,
3/17/2021,920.523,0.26,298.23,27.10263443,13.5462454,,,
3/18/2021,935.9117,0.56,297.7,27.37314178,13.54703997,,,
3/19/2021,908.0517,0.43,296.36,26.69129942,13.54387092,,,
3/20/2021,936.4484,0.58,296.76,27.37615658,13.54703404,,,
3/21/2021,901.5101,0.85,297.55,26.33274009,13.54058494,,,
3/22/2021,929.3198,0.7,297.04,27.13656448,13.54601255,,,
3/23/2021,871.0511,0.71,297.33,25.57791075,13.5283147,,,
3/24/2021,892.5444,0.51,297.66,26.24251744,13.54039491,,,
3/25/2021,908.6341,0.09,298.36,26.86310297,13.54526919,,,
3/26/2021,930.9215,0.7,297.84,27.1806202,13.54621092,,,
3/27/2021,904.388,0.57,297.89,26.5346165,13.54262183,,,
3/28/2021,886.4603,0.57,297.53,26.05107317,13.53854124,,,
3/29/2021,915.1215,0.6,298.01,26.80778471,13.54439415,,,
3/30/2021,906.3726,0.58,298.81,26.58544417,13.54297822,,,
3/31/2021,891.5359,0.25,299.12,26.33444154,13.54159471,,,
4/1/2021,869.9261,0.21,297.98,25.76221971,13.53634157,,,
4/2/2021,860.029,0.3,297.81,25.46136368,13.52777887,,,
4/3/2021,871.7742,0.61,298.21,25.64583888,13.52925119,,,
4/4/2021,872.7283,0.73,298.86,25.61907915,13.52875349,,,
4/5/2021,881.4412,0.57,298.99,25.93267598,13.53218992,,,
4/6/2021,858.023,0.71,298.82,25.22040814,13.52402534,,,
4/7/2021,867.6125,0.61,298.5,25.53139192,13.52799485,,,
4/8/2021,873.7844,0.72,297.86,25.650199,13.52909807,,,
4/9/2021,862.7928,0.73,297.45,25.34035507,13.5254798,,,
4/10/2021,866.0102,0.78,297.96,25.40820127,13.5262124,,,
4/11/2021,873.2027,0.83,298.01,25.58446817,13.52817191,,,
4/12/2021,862.5626,0.63,297.21,25.37890823,13.52615654,,,
4/13/2021,853.6472,0.73,298.16,25.08768786,13.52220578,,,
4/14/2021,841.4927,0.71,298.38,24.75705838,13.51748491,,,
4/15/2021,832.7867,0.55,298.14,24.58346009,13.5152148,,,
4/16/2021,825.2789,0.3,298.02,24.48395529,13.51432963,,,
4/17/2021,811.6696,0.46,297.39,24.02203048,13.50574075,,,
4/18/2021,835.2767,0.33,297.38,24.75199625,13.51840642,,,
4/19/2021,827.7101,0.58,297.36,24.42434084,13.51250472,,,
4/20/2021,834.213,0.38,297.67,24.6998002,13.51749199,,,
4/21/2021,841.5447,0.63,297.53,24.79246328,13.51822052,,,
4/22/2021,828.8656,0.63,297.83,24.43570447,13.51255344,,,
4/23/2021,834.0668,0.74,298.19,24.5340783,13.51386555,,,
4/24/2021,816.1605,0.4,298,24.17892941,13.50882678,,,
4/25/2021,807.3927,0.37,298.23,23.94211999,13.50455188,,,
4/26/2021,808.1612,0.39,297.53,23.95344645,13.50468442,,,
4/27/2021,805.6609,0.9,297.65,23.65173394,13.49651094,,,
4/28/2021,804.5428,0.84,297.67,23.64646013,13.49664527,,,
4/29/2021,791.9129,0.58,297.81,23.39737086,13.49215193,,,
4/30/2021,802.804,0.42,297.77,23.78617574,13.50127261,,,
5/1/2021,776.0682,0.56,297.05,22.93896021,13.48099773,,,
5/2/2021,791.2765,0.84,297.3,23.25991338,13.48770027,,,
5/3/2021,806.5704,0.79,297.41,23.72675588,13.4985778,,,
5/4/2021,809.489,0.83,297.87,23.79408835,13.4998526,,,
5/5/2021,811.2318,0.83,297.46,23.84303236,13.50085925,,,
5/6/2021,795.6312,0.8,296.58,23.4029267,13.49126994,,,
5/7/2021,786.9825,0.66,296.9,23.21445627,13.48742251,,,
5/8/2021,768.8708,0.71,297.19,22.65839641,13.47273381,,,
5/9/2021,773.6313,0.83,297.6,22.74660504,13.47453289,,,
5/10/2021,780.1672,1.02,297.67,22.85449464,13.47646294,,,
5/11/2021,788.6965,1.08,297.11,23.07620495,13.48195615,,,
5/12/2021,782.3867,0.89,297.15,22.97647472,13.48032739,,,
5/13/2021,775.8636,0.79,297.59,22.83051655,13.4770038,,,
5/14/2021,786.5757,0.98,297.3,23.05945939,13.48202676,,,
5/15/2021,789.4055,1.02,296.56,23.12216183,13.48340262,,,
5/16/2021,761.3479,0.96,296.64,22.32101791,13.46163979,,,
5/17/2021,748.6693,0.75,296.9,22.03659494,13.4542376,,,
5/18/2021,739.965,0.77,297.14,21.76675148,13.44555571,,,
5/19/2021,753.6327,0.97,296.83,22.08708895,13.45448754,,,
5/20/2021,743.4142,0.79,297.94,21.86397344,13.44859818,,,
5/21/2021,735.7396,0.74,298.54,21.65664665,13.44219484,,,
5/22/2021,742.3975,0.68,298.49,21.88379564,13.44992372,,,
5/23/2021,741.482,0.35,299.14,22.00550239,13.45573233,,,
5/24/2021,731.6448,1,298.7,21.41940185,13.43250938,,,
5/25/2021,745.4808,0.83,298.42,21.9097299,13.44983179,,,
5/26/2021,750.905,0.83,299,22.07405556,13.4550039,,,
5/27/2021,758.3425,0.34,299.31,22.51747534,13.47086234,,,
5/28/2021,751.779,0.59,298.58,22.20610896,13.46040865,,,
5/29/2021,756.4273,0.26,299.11,22.49592792,13.47068298,,,
5/30/2021,750.5026,0.47,298.77,22.22222271,13.46158514,,,
5/31/2021,735.9049,0.11,299.34,21.9454523,13.45530486,,,
6/1/2021,735.7162,0.3,299.23,21.85380471,13.45130477,,,
6/2/2021,733.381,0.32,298.8,21.77296149,13.44859899,,,
6/3/2021,743.3406,0.98,298.46,21.77941995,13.44471467,,,
6/4/2021,738.1965,0.75,298.88,21.72731619,13.44446733,,,
6/5/2021,720.4584,1.02,299.2,21.0738766,13.42013766,,,
6/6/2021,723.5571,0.73,298.85,21.29314164,13.42991352,,,
6/7/2021,738.2183,0.91,299.33,21.65882416,13.44122618,,,
6/8/2021,737.8113,0.29,300.43,21.92475585,13.45363048,,,
6/9/2021,718.7616,0.44,300.45,21.2792005,13.43141532,,,
6/10/2021,692.8386,0.42,299.81,20.49064338,13.40242793,,,
6/11/2021,703.188,0.41,299.41,20.81276828,13.41477744,,,
6/12/2021,700.5996,0.4,299.34,20.73735755,13.41201874,,,
6/13/2021,706.404,0.39,299.82,20.92140209,13.41895074,,,
6/14/2021,708.8017,0.41,300.35,20.98756748,13.42124928,,,
6/15/2021,700.1764,0.31,300.46,20.76666723,13.41380478,,,
6/16/2021,702.6095,0.72,300.07,20.66196889,13.40689068,,,
6/17/2021,708.4319,0.69,300.17,20.85351542,13.41436006,,,
6/18/2021,698.7474,0.89,299.51,20.46878374,13.39807892,,,
6/19/2021,688.8113,0.31,301.18,20.41752147,13.40043156,,,
6/20/2021,705.0629,0.66,301.34,20.76675764,13.41137126,,,
6/21/2021,729.1878,0.96,300.33,21.36764099,13.43105555,,,
6/22/2021,740.7075,0.88,300.41,21.75013392,13.44446669,,,
6/23/2021,720.5838,0.48,299.97,21.31581872,13.43240267,,,
6/24/2021,686.8887,0.3,300.64,20.36090574,13.39824442,,,
6/25/2021,681.4344,0.53,301.33,20.09467603,13.38576588,,,
6/26/2021,703.4618,0.8,301.21,20.65696161,13.40617711,,,
6/27/2021,692.1458,0.55,300.44,20.41466859,13.39850934,,,
6/28/2021,733.2171,1.2,299.34,21.38194313,13.42991756,,,
6/29/2021,741.4518,1.3,297.25,21.57905738,13.4359484,,,
6/30/2021,733.6547,1.12,296.43,21.42057038,13.43164889,,,
7/1/2021,737.1682,1.02,296.69,21.57092084,13.43746142,,,
7/2/2021,715.8886,0.97,298.22,20.95371872,13.41602229,,,
7/3/2021,731.0548,0.99,300,21.40996127,13.43231005,,,
7/4/2021,748.4622,1.01,299.81,21.92388607,13.44924482,,,
7/5/2021,751.984,0.88,299.13,22.08456577,13.4550377,,,
7/6/2021,743.2012,0.86,299.33,21.8306847,13.44715703,,,
7/7/2021,751.0972,0.96,299.74,22.02451657,13.45272013,,,
7/8/2021,755.2557,1.01,299.69,22.12653731,13.45558685,,,
7/9/2021,756.4664,1.1,299.28,22.12171391,13.45488901,,,
7/10/2021,752.7698,0.93,299.64,22.08746493,13.45485199,,,
7/11/2021,758.2576,1.11,299.76,22.1721667,13.45640299,,,
7/12/2021,756.4857,0.92,299.87,22.20355267,13.45847261,,,
7/13/2021,760.7225,1.14,300.8,22.23558474,13.45820542,,,
7/14/2021,769.0028,1.12,300.01,22.48756289,13.46575968,,,
7/15/2021,762.2678,1.03,299.94,22.32731016,13.46155756,,,
7/16/2021,756.6878,0.8,301.05,22.26627016,13.46109485,,,
7/17/2021,762.8694,0.68,302.15,22.50724932,13.46882642,,,
7/18/2021,757.9073,1.21,302.72,22.12741199,13.45456588,,,
7/19/2021,761.7861,1.2,301.32,22.24252859,13.45809045,,,
7/20/2021,764.889,1.15,301.12,22.35592224,13.46177325,,,
7/21/2021,768.0379,1.04,300.75,22.49666699,13.46649633,,,
7/22/2021,757.476,1.09,301.32,22.16258525,13.45629298,,,
7/23/2021,776.4152,1.17,302.01,22.69082563,13.47135404,,,
7/24/2021,781.7762,1.11,301.9,22.8747523,13.47669684,,,
7/25/2021,784.0639,1.1,301.5,22.94508323,13.47860211,,,
7/26/2021,783.4473,0.91,301.23,23.01061075,13.48124796,,,
7/27/2021,789.2854,1.07,301.26,23.11054237,13.48302432,,,
7/28/2021,804.1487,1.26,301.32,23.45863609,13.49066518,,,
7/29/2021,777.2961,1.23,299.75,22.68306441,13.47072459,,,
7/30/2021,805.8242,1.1,299.88,23.57357781,13.49398302,,,
7/31/2021,802.2677,1.21,300.94,23.42514988,13.49008564,,,
8/1/2021,767.9402,1.17,301.53,22.43886071,13.46412343,,,
8/2/2021,798.7586,1.23,302.22,23.31861505,13.48747571,,,
8/3/2021,815.6537,1.22,301.38,23.80759224,13.49868696,,,
8/4/2021,820.8442,1.22,301.29,23.95555403,13.5017747,,,
8/5/2021,808.9515,1.05,301.34,23.6903913,13.49684231,,,
8/6/2021,817.8363,1.1,302.46,23.92634014,13.50166735,,,
8/7/2021,805.7445,1.15,302.2,23.556185,13.49344322,,,
8/8/2021,764.9674,1.02,303.21,22.42201127,13.46453686,,,
8/9/2021,774.0207,1.1,302.68,22.65317401,13.47070067,,,
8/10/2021,800.1636,1.11,302.29,23.41269904,13.49028513,,,
8/11/2021,794.871,1.07,302.47,23.27720373,13.48721638,,,
8/12/2021,815.9672,1.16,302.79,23.84742352,13.49981003,,,
8/13/2021,830.0082,1.07,302.67,24.28553721,13.50866912,,,
8/14/2021,823.6238,0.77,303.56,24.23996687,13.50884119,,,
8/15/2021,839.3113,1.13,303.29,24.52261488,13.5126216,,,
8/16/2021,850.4194,1.2,303.01,24.80148465,13.51692212,,,
8/17/2021,834.2838,1.27,302.77,24.3185062,13.50861425,,,
8/18/2021,849.6519,1.31,302.53,24.73025552,13.51548262,,,
8/19/2021,855.5762,1.18,302.44,24.95210231,13.51924112,,,
8/20/2021,833.84,1.11,302.74,24.37608994,13.51015181,,,
8/21/2021,833.7488,1.09,303.01,24.38311872,13.51034436,,,
8/22/2021,830.0571,1.02,303.27,24.31067847,13.50929463,,,
8/23/2021,825.6618,0.94,304.4,24.22499407,13.50803947,,,
8/24/2021,850.331,1.09,303.88,24.85013972,13.5179837,,,
8/25/2021,825.06,0.91,304.72,24.22208472,13.50809217,,,
8/26/2021,814.1805,0.94,305.05,23.90021489,13.50180968,,,
8/27/2021,774.5057,1.02,304.92,22.70976743,13.4727884,,,
8/28/2021,810.7376,1.09,304.68,23.73416487,13.49772998,,,
8/29/2021,816.1469,1.19,305.45,23.84760751,13.49977442,,,
8/30/2021,774.7914,1.19,304.31,22.64150314,13.46995321,,,
8/31/2021,767.2036,0.93,303.9,22.53019436,13.4681841,,,
9/1/2021,798.1141,0.59,302.07,23.58467575,13.4964409,,,
9/2/2021,804.4371,0.69,302.5,23.72403338,13.49904938,,,
9/3/2021,812.4988,0.54,302.08,24.02164386,13.50555792,,,
9/4/2021,866.9388,0.97,302.82,25.3615598,13.52531573,,,
9/5/2021,850.2736,0.82,303.47,24.96728421,13.52039587,,,
9/6/2021,845.2831,0.93,304.37,24.78134624,13.51737465,,,
9/7/2021,828.7411,0.79,304.45,24.37839142,13.51122673,,,
9/8/2021,820.3882,0.78,303.93,24.14474433,13.50708724,,,
9/9/2021,837.4643,0.85,302.89,24.59336469,13.51460561,,,
9/10/2021,852.6524,0.6,303.73,25.13308856,13.52320471,,,
9/11/2021,840.6389,0.73,305.05,24.74187548,13.51732123,,,
9/12/2021,843.2996,1.05,302.56,24.66749563,13.51522008,,,
9/13/2021,829.8333,0.63,301.62,24.47290393,13.51324791,,,
9/14/2021,828.2651,0.82,301.49,24.34347,13.51046511,,,
9/15/2021,849.7867,0.5,303.05,25.09639094,13.52293455,,,
9/16/2021,820.6102,0.67,302.52,24.19602152,13.50835196,,,
9/17/2021,845.8205,0.9,303.04,24.80595313,13.51780451,,,
9/18/2021,826.8632,0.71,303.27,24.35755767,13.51108898,,,
9/19/2021,838.9322,0.94,303.85,24.59741055,13.51443166,,,
9/20/2021,861.5862,0.81,304.34,25.28909266,13.52477081,,,
9/21/2021,809.2886,0.97,304.12,23.74385486,13.49840452,,,
9/22/2021,778.9351,0.67,303.66,22.99199117,13.48202291,,,
9/23/2021,730.2557,0.65,304.19,21.54659574,13.43933844,,,
9/24/2021,724.0447,0.74,302.89,21.31529002,13.43079991,,,
9/25/2021,817.432,0.43,303.09,24.2141784,13.50945626,,,
9/26/2021,836.9386,0.74,301.53,24.62389563,13.51538321,,,
9/27/2021,892.7343,0.81,302.82,26.14226306,13.53375666,,,
9/28/2021,894.3028,0.53,303.58,26.29516409,13.54086241,,,
9/29/2021,880.7286,0.41,303.11,25.97968456,13.53821661,,,
9/30/2021,890.3395,0.52,301.79,26.18837267,13.53994341,,,
10/1/2021,902.7432,0.58,301.88,26.49572438,13.54235334,,,
10/2/2021,850.0206,0.7,300.88,25.00708876,13.52120956,,,
10/3/2021,908.6661,0.74,301.03,26.58150328,13.5427424,,,
10/4/2021,892.8746,0.42,302.52,26.30268895,13.54109521,,,
10/5/2021,860.8317,0.63,301.92,25.34279321,13.52578308,,,
10/6/2021,860.4535,0.42,303.66,25.43195309,13.52728509,,,
10/7/2021,853.5071,0.53,304.59,25.19071704,13.52412556,,,
10/8/2021,866.9452,0.8,304.19,25.44170125,13.52666391,,,
10/9/2021,839.575,0.77,304.32,24.69220107,13.51643064,,,
10/10/2021,830.8856,0.37,304.37,24.62636173,13.5165008,,,
10/11/2021,847.8878,0.75,303.58,24.93218026,13.52006924,,,
10/12/2021,875.157,0.53,304.04,25.79036396,13.53094211,,,
10/13/2021,922.1188,0.65,301.76,26.9801586,13.54532615,,,
10/14/2021,924.5803,0.66,301.27,27.03957871,13.545614,,,
10/15/2021,915.2335,0.25,300.89,26.97258944,13.54567521,,,
10/16/2021,911.7537,0.65,302.14,26.70613452,13.54372626,,,
10/17/2021,935.7136,0.78,302.09,27.28162576,13.54658052,,,
10/18/2021,935.3718,0.67,302.09,27.32089552,13.54680595,,,
10/19/2021,932.6515,0.27,299.73,27.42083897,13.54735242,,,
10/20/2021,953.7542,0.46,299.47,27.8855903,13.54808832,,,
10/21/2021,949.7964,0.25,302.04,27.88145352,13.54810089,,,
10/22/2021,928.7604,0.74,300.98,27.11385449,13.54589304,,,
10/23/2021,954.9658,0.54,299.13,27.88083509,13.54807666,,,
10/24/2021,956.6065,0.7,300.14,27.85516404,13.54803142,,,
10/25/2021,961.2788,0.47,299.14,28.0744259,13.54813399,,,
10/26/2021,967.0736,0.67,300.24,28.13770608,13.54813925,,,
10/27/2021,967.5114,0.57,299.66,28.19146804,13.54809748,,,
10/28/2021,1001.2883,0.74,301.22,28.97526097,13.54625614,,,
10/29/2021,985.6141,0.26,302.81,28.79443406,13.54654847,,,
10/30/2021,950.7756,0.11,302.28,27.96918058,13.54811637,,,
10/31/2021,941.4495,0.41,299.71,27.58879108,13.54769247,,,
11/1/2021,931.7953,0.39,297.78,27.34083743,13.54704079,,,
11/2/2021,960.4162,0.71,299.36,27.94711278,13.54810824,,,
11/3/2021,946.6376,0.51,298.29,27.67641358,13.54782235,,,
11/4/2021,965.8534,0.3,299.2,28.26701132,13.54795232,,,
11/5/2021,947.2145,0.19,298.88,27.83456954,13.54807571,,,
11/6/2021,965.0401,0.39,298.45,28.20481102,13.54804797,,,
11/7/2021,960.0004,0.51,298.2,28.02179771,13.54813971,,,
11/8/2021,971.6788,0.45,297.68,28.34645252,13.54789558,,,
11/9/2021,971.2448,0.24,297.65,28.42819394,13.54765313,,,
11/10/2021,977.0781,0.65,297.61,28.39575717,13.54789579,,,
11/11/2021,973.6481,0.73,296.97,28.2717312,13.54807234,,,
11/12/2021,974.0371,0.66,298.05,28.31493865,13.54800837,,,
11/13/2021,957.6428,0.42,298.4,28.00128666,13.54813445,,,
11/14/2021,966.0668,0.39,298.89,28.23206373,13.54802102,,,
11/15/2021,971.8601,0.45,298.18,28.35216236,13.54788603,,,
11/16/2021,948.3837,0.66,298.13,27.65513162,13.54773182,,,
11/17/2021,957.7923,0.58,298.21,27.93404175,13.54810905,,,
11/18/2021,955.1425,0.24,297.43,28.01457112,13.54812279,,,
11/19/2021,949.9811,0.19,297.14,27.90278127,13.54810935,,,
11/20/2021,954.3804,0.77,298.01,27.7617617,13.54788786,,,
11/21/2021,971.8195,0.59,299.27,28.29192402,13.54801257,,,
11/22/2021,960.5781,0.51,299.11,28.03869871,13.54814061,,,
11/23/2021,967.2029,0.58,297.61,28.17451382,13.54811109,,,
11/24/2021,986.5724,0.81,298.51,28.5684821,13.54763934,,,
11/25/2021,972.2847,0.41,298.08,28.38042877,13.5478237,,,
11/26/2021,969.6517,0.51,297.86,28.26859874,13.54801694,,,
11/27/2021,966.2185,0.69,298.54,28.10301732,13.54814908,,,
11/28/2021,951.6354,0.64,298.86,27.74998758,13.54790636,,,
11/29/2021,972.3557,0.19,297.86,28.47909427,13.54750965,,,
11/30/2021,919.3984,0.4,298.13,27.01029956,13.54570267,,,
12/1/2021,940.4349,0.73,298.11,27.41724898,13.54707872,,,
12/2/2021,947.3337,0.59,297.63,27.65761078,13.54776042,,,
12/3/2021,962.7111,0.58,298.42,28.06112605,13.54814444,,,
12/4/2021,977.3207,0.56,298.22,28.44287919,13.54777632,,,
12/5/2021,976.658,0.69,298.33,28.36916791,13.54794843,,,
12/6/2021,975.2781,0.55,298.89,28.39680925,13.54785248,,,
12/7/2021,955.1962,0.26,299.15,28.01061722,13.54812482,,,
12/8/2021,956.0819,0.58,297.8,27.88897494,13.54807757,,,
12/9/2021,970.6866,0.69,297.49,28.21492723,13.54810667,,,
12/10/2021,973.1393,0.52,297.84,28.35318233,13.54791135,,,
12/11/2021,948.0428,0.54,297.58,27.69802946,13.54784901,,,
12/12/2021,976.2204,0.62,297.91,28.38780887,13.54789618,,,
12/13/2021,964.0109,0.27,298.55,28.23171802,13.54798693,,,
12/14/2021,960.4344,0.66,298.9,27.96846709,13.54812336,,,
12/15/2021,967.7048,0.36,298.86,28.28717926,13.54794633,,,
12/16/2021,969.8878,0.39,297.9,28.32769629,13.54790102,,,
12/17/2021,974.4316,0.68,297.73,28.31546394,13.54801408,,,
12/18/2021,939.118,0.27,297.76,27.58590619,13.5477331,,,
12/19/2021,972.3416,0.6,297.64,28.29714583,13.54801152,,,
12/20/2021,971.0817,0.13,297.67,28.47285695,13.54749063,,,
12/21/2021,979.9264,0.13,298.34,28.69896357,13.54680938,,,
12/22/2021,967.7598,0.5,298.55,28.22614486,13.54805578,,,
12/23/2021,981.5232,0.73,297.87,28.47414288,13.54779471,,,
12/24/2021,982.1829,0.79,297.29,28.46319952,13.54784134,,,
12/25/2021,970.6084,1.08,297.18,28.0411677,13.54813575,,,
